Ukazatel;Území;Typ indexu;Klasifikace produkce;Kumulace měsíců;value
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden 2021;105.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – únor 2021;105.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – březen 2021;105.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – duben 2021;105.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – květen 2021;105.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – červen 2021;105.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – červenec 2021;106.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – srpen 2021;106.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – září 2021;106.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – říjen 2021;106.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – listopad 2021;106.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – prosinec 2021;106.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden 2022;108.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – únor 2022;108.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – březen 2022;109.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – duben 2022;110.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – květen 2022;111.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – červen 2022;111.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – červenec 2022;112.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – srpen 2022;112.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – září 2022;112.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – říjen 2022;112.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – listopad 2022;112.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – prosinec 2022;112.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden 2023;117.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – únor 2023;117.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – březen 2023;117.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – duben 2023;117.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – květen 2023;117.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – červen 2023;117.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – červenec 2023;118.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – srpen 2023;118.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – září 2023;118.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – říjen 2023;118.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – listopad 2023;118.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – prosinec 2023;118.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden 2024;121.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – únor 2024;120.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – březen 2024;120.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – duben 2024;120.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – květen 2024;120.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – červen 2024;120.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – červenec 2024;120.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – srpen 2024;120.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – září 2024;120.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – říjen 2024;120.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – listopad 2024;120.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – prosinec 2024;120.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden 2025;122.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – únor 2025;123.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – březen 2025;123.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden – duben 2025;123.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden 2015;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – únor 2015;100.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – březen 2015;100.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – duben 2015;100.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – květen 2015;100.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červen 2015;100.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červenec 2015;100.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – srpen 2015;100.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – září 2015;100.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – říjen 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – listopad 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – prosinec 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden 2016;98.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – únor 2016;98.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – březen 2016;97.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – duben 2016;97.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – květen 2016;97.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červen 2016;97.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červenec 2016;97.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – srpen 2016;97.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – září 2016;97.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – říjen 2016;97.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – listopad 2016;97.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – prosinec 2016;97.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden 2017;97.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – únor 2017;97.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – březen 2017;97.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – duben 2017;98.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – květen 2017;98.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červen 2017;98.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červenec 2017;97.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – srpen 2017;97.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – září 2017;97.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – říjen 2017;97.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – listopad 2017;97.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – prosinec 2017;97.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden 2018;97.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – únor 2018;97.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – březen 2018;97.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – duben 2018;97.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – květen 2018;97.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červen 2018;97.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červenec 2018;97.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – srpen 2018;97.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – září 2018;97.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – říjen 2018;97.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – listopad 2018;97.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – prosinec 2018;97.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden 2019;98.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – únor 2019;98.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – březen 2019;97.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – duben 2019;97.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – květen 2019;97.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červen 2019;97.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červenec 2019;97.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – srpen 2019;97.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – září 2019;97.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – říjen 2019;97.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – listopad 2019;97.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – prosinec 2019;97.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden 2020;96.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – únor 2020;95.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – březen 2020;96.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – duben 2020;96.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – květen 2020;96.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červen 2020;97.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červenec 2020;97.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – srpen 2020;97.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – září 2020;97.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – říjen 2020;97.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – listopad 2020;97.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – prosinec 2020;97.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden 2021;96.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – únor 2021;96.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – březen 2021;97.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – duben 2021;98.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – květen 2021;98.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červen 2021;99.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červenec 2021;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – srpen 2021;100.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – září 2021;101.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – říjen 2021;101.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – listopad 2021;102.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – prosinec 2021;102.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden 2022;109.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – únor 2022;109.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – březen 2022;110.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – duben 2022;111.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – květen 2022;112.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červen 2022;114.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červenec 2022;115.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – srpen 2022;116.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – září 2022;117.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – říjen 2022;117.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – listopad 2022;118.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – prosinec 2022;118.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden 2023;121.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – únor 2023;121.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – březen 2023;120.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – duben 2023;120.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – květen 2023;120.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červen 2023;120.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červenec 2023;120.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – srpen 2023;119.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – září 2023;119.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – říjen 2023;119.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – listopad 2023;119.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – prosinec 2023;119.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden 2024;119.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – únor 2024;119.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – březen 2024;119.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – duben 2024;119.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – květen 2024;119.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červen 2024;119.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – červenec 2024;119.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – srpen 2024;119.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – září 2024;119.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – říjen 2024;119.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – listopad 2024;119.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – prosinec 2024;119.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden 2025;120.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – únor 2025;120.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – březen 2025;120.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden – duben 2025;120.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden 2015;99.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – únor 2015;99.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – březen 2015;99.6
