Území;Institucionální sektor ;Ukazatel;Odvětví ekonomické činnosti;Roky;value
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Těžba a dobývání;2017;33.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Těžba a dobývání;2016;21.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Těžba a dobývání;2015;34.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Těžba a dobývání;2014;37.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Těžba a dobývání;2013;24.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zpracovatelský průmysl;2022;15992.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zpracovatelský průmysl;2021;14985.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zpracovatelský průmysl;2020;12842.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zpracovatelský průmysl;2019;14338.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zpracovatelský průmysl;2018;17583.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zpracovatelský průmysl;2017;16052.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zpracovatelský průmysl;2016;16006.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zpracovatelský průmysl;2015;15316.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zpracovatelský průmysl;2014;16657.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zpracovatelský průmysl;2013;9634.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2022;289.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2021;220.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2020;154.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2019;179.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2018;226.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2017;159.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2016;167.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2015;390.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2014;1376.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2013;2220.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2022;669.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2021;750.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2020;606.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2019;560.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2018;443.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2017;459.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2016;470.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2015;395.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2014;426.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2013;385.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Stavebnictví;2022;16712.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Stavebnictví;2021;14740.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Stavebnictví;2020;13695.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Stavebnictví;2019;14481.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Stavebnictví;2018;15714.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Stavebnictví;2017;14387.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Stavebnictví;2016;13923.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Stavebnictví;2015;13622.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Stavebnictví;2014;13817.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Stavebnictví;2013;9996.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2022;20606.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2021;20886.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2020;20013.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2019;21347.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2018;20992.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2017;23528.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2016;23489.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2015;22761.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2014;24414.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2013;20590.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Doprava a skladování;2022;5810.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Doprava a skladování;2021;5283.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Doprava a skladování;2020;3590.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Doprava a skladování;2019;3481.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Doprava a skladování;2018;3621.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Doprava a skladování;2017;3188.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Doprava a skladování;2016;2447.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Doprava a skladování;2015;2282.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Doprava a skladování;2014;2519.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Doprava a skladování;2013;1736.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2022;5151.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2021;4922.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2020;5074.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2019;5792.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2018;5632.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2017;5832.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2016;5771.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2015;4777.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2014;5441.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2013;5411.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Informační a komunikační činnosti;2022;6758.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Informační a komunikační činnosti;2021;6594.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Informační a komunikační činnosti;2020;5926.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Informační a komunikační činnosti;2019;5652.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Informační a komunikační činnosti;2018;5908.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Informační a komunikační činnosti;2017;5457.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Informační a komunikační činnosti;2016;4175.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Informační a komunikační činnosti;2015;3671.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Informační a komunikační činnosti;2014;3617.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Informační a komunikační činnosti;2013;2044.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Peněžní zprostředkování;2022;2666.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Peněžní zprostředkování;2021;2101.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Peněžní zprostředkování;2020;1702.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Peněžní zprostředkování;2019;1680.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Peněžní zprostředkování;2018;1748.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Peněžní zprostředkování;2017;1203.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Peněžní zprostředkování;2016;2173.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Peněžní zprostředkování;2015;2379.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Peněžní zprostředkování;2014;3469.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Peněžní zprostředkování;2013;6820.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2022;7335.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2021;8650.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2020;6135.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2019;6067.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2018;4898.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2017;4219.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2016;4005.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2015;3193.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2014;3573.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2013;3303.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2022;16857.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2021;15969.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2020;14864.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2019;16272.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2018;19968.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2017;17250.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2016;15229.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2015;14367.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2014;15398.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2013;13520.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2022;5417.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2021;4805.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2020;3693.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2019;3782.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2018;3512.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2017;2988.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2016;2560.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2015;2458.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2014;2616.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2013;1979.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Vzdělávání;2022;2802.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Vzdělávání;2021;2288.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Vzdělávání;2020;2059.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Vzdělávání;2019;2231.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Vzdělávání;2018;2138.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Vzdělávání;2017;1789.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Vzdělávání;2016;1689.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Vzdělávání;2015;1611.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Vzdělávání;2014;1749.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Vzdělávání;2013;1488.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zdravotní a sociální péče;2022;1076.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zdravotní a sociální péče;2021;951.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zdravotní a sociální péče;2020;890.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zdravotní a sociální péče;2019;1005.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zdravotní a sociální péče;2018;1112.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zdravotní a sociální péče;2017;922.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zdravotní a sociální péče;2016;984.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zdravotní a sociální péče;2015;953.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zdravotní a sociální péče;2014;1108.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Zdravotní a sociální péče;2013;1187.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2022;2742.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2021;2226.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2020;2255.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2019;2583.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2018;2741.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2017;2115.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2016;1779.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2015;1805.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2014;1817.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2013;1519.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Osobní služby ;2022;5694.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Osobní služby ;2021;4641.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Osobní služby ;2020;5092.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Osobní služby ;2019;5330.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Osobní služby ;2018;5062.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Osobní služby ;2017;4858.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Osobní služby ;2016;4518.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Osobní služby ;2015;4271.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Osobní služby ;2014;4466.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Osobní služby ;2013;5606.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Celkem;2022;9.03
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Celkem;2021;8.78
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Celkem;2020;8.0756825538
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Celkem;2019;8.6664015076
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Celkem;2018;9.3505935038
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Celkem;2017;8.9816512499
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Celkem;2016;8.5646540657
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Celkem;2015;8.2186276108
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Celkem;2014;8.9810102016
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Celkem;2013;7.9980979118
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Těžba a dobývání;2022;7.52
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Těžba a dobývání;2021;8.52
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Těžba a dobývání;2020;7.9545454545
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Těžba a dobývání;2019;6.2350119904
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Těžba a dobývání;2018;8.0760095012
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Těžba a dobývání;2017;8.1885856079
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Těžba a dobývání;2016;5.2896725441
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Těžba a dobývání;2015;8.8311688312
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Těžba a dobývání;2014;9.462915601
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Těžba a dobývání;2013;5.8679706601
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zpracovatelský průmysl;2022;8.66
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zpracovatelský průmysl;2021;8.25
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zpracovatelský průmysl;2020;7.1677745963
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zpracovatelský průmysl;2019;7.9426102371
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zpracovatelský průmysl;2018;9.7578707275
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zpracovatelský průmysl;2017;9.1259508568
