Stát,Roky,Odvětví ekonomické činnosti,Velkost zpravodajské jednotky,Ukazatel,value
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",20 až 49 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,2.9201972847
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",20 až 49 zaměstnanců,Nepřímé náklady - daně a dotace,0.0028133283
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",50 až 99 zaměstnanců,Náklady práce celkem,575.3990052251
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",50 až 99 zaměstnanců,Přímé náklady celkem,406.3008212408
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",50 až 99 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,360.5093951203
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",50 až 99 zaměstnanců,Přímé náklady - náhrady mzdy,45.7914261205
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",50 až 99 zaměstnanců,Nepřímé náklady - sociální požitky,9.4050017145
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,144.6160287521
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,11.5186322513
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",50 až 99 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,3.5585212663
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",50 až 99 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",100 až 249 zaměstnanců,Náklady práce celkem,532.9001590988
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",100 až 249 zaměstnanců,Přímé náklady celkem,369.8543272701
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",100 až 249 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,329.5063607973
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",100 až 249 zaměstnanců,Přímé náklady - náhrady mzdy,40.3479664728
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",100 až 249 zaměstnanců,Nepřímé náklady - sociální požitky,11.6264945379
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,131.706275401
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,15.0987133759
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",100 až 249 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,4.7728044157
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",100 až 249 zaměstnanců,Nepřímé náklady - daně a dotace,-0.1584559018
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",250 až 499 zaměstnanců,Náklady práce celkem,682.6199120739
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",250 až 499 zaměstnanců,Přímé náklady celkem,475.4643556352
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",250 až 499 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,422.9904835746
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",250 až 499 zaměstnanců,Přímé náklady - náhrady mzdy,52.4738720606
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",250 až 499 zaměstnanců,Nepřímé náklady - sociální požitky,16.3774067895
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,166.0989852485
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,16.8499886612
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",250 až 499 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,7.8291757395
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",250 až 499 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",500 až 999 zaměstnanců,Náklady práce celkem,752.1717087739
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",500 až 999 zaměstnanců,Přímé náklady celkem,522.6110766684
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",500 až 999 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,462.5757888579
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",500 až 999 zaměstnanců,Přímé náklady - náhrady mzdy,60.0352878106
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",500 až 999 zaměstnanců,Nepřímé náklady - sociální požitky,18.1599145265
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,182.8370432903
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,17.4910244385
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",500 až 999 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,11.0726498502
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",500 až 999 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",1 000 a více zaměstnanců,Náklady práce celkem,840.1890803593
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",1 000 a více zaměstnanců,Přímé náklady celkem,587.6821107611
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",1 000 a více zaměstnanců,Přímé náklady - mzdy za vykonanou práci,523.9254776398
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",1 000 a více zaměstnanců,Přímé náklady - náhrady mzdy,63.7566331213
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",1 000 a více zaměstnanců,Nepřímé náklady - sociální požitky,20.053198774
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",1 000 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,195.9648741694
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",1 000 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,26.9300789127
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",1 000 a více zaměstnanců,Nepřímé náklady - personální náklady/výdaje,9.5588177421
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",1 000 a více zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Celkem zaměstnanců,Náklady práce celkem,381.4037748376
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Celkem zaměstnanců,Přímé náklady celkem,271.3510141487
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Celkem zaměstnanců,Přímé náklady - mzdy za vykonanou práci,241.6240533096
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Celkem zaměstnanců,Přímé náklady - náhrady mzdy,29.7269608391
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Celkem zaměstnanců,Nepřímé náklady - sociální požitky,6.2471777298
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Celkem zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,94.4546940449
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Celkem zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,6.2022424915
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Celkem zaměstnanců,Nepřímé náklady - personální náklady/výdaje,3.5575556866
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Celkem zaměstnanců,Nepřímé náklady - daně a dotace,-0.4089092639
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 až 9 zaměstnanců,Náklady práce celkem,255.2788685499
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 až 9 zaměstnanců,Přímé náklady celkem,187.8280845304
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 až 9 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,171.2252315504
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 až 9 zaměstnanců,Přímé náklady - náhrady mzdy,16.6028529801
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 až 9 zaměstnanců,Nepřímé náklady - sociální požitky,0.7433778662
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 až 9 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,62.5810443406
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 až 9 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,4.1888136472
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 až 9 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,1.7495125009
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 až 9 zaměstnanců,Nepřímé náklady - daně a dotace,-1.8119643355
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",10 až 19 zaměstnanců,Náklady práce celkem,313.7624360421
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",10 až 19 zaměstnanců,Přímé náklady celkem,225.9459022284
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",10 až 19 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,203.1517355166
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",10 až 19 zaměstnanců,Přímé náklady - náhrady mzdy,22.7941667118
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",10 až 19 zaměstnanců,Nepřímé náklady - sociální požitky,2.4017983438
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,79.7685964883
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,3.3842179044
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",10 až 19 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,3.0941207704
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",10 až 19 zaměstnanců,Nepřímé náklady - daně a dotace,-0.8321996931
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 až 49 zaměstnanců,Náklady práce celkem,340.7151437554
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 až 49 zaměstnanců,Přímé náklady celkem,245.1595899114
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 až 49 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,220.0041280833
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 až 49 zaměstnanců,Přímé náklady - náhrady mzdy,25.1554618281
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 až 49 zaměstnanců,Nepřímé náklady - sociální požitky,2.1016065231
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,87.3356635867
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,3.5854018208
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 až 49 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,3.2751569871
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 až 49 zaměstnanců,Nepřímé náklady - daně a dotace,-0.7422750737
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",50 až 99 zaměstnanců,Náklady práce celkem,328.5044132207
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",50 až 99 zaměstnanců,Přímé náklady celkem,235.9268500894
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",50 až 99 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,211.8017780849
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",50 až 99 zaměstnanců,Přímé náklady - náhrady mzdy,24.1250720046
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",50 až 99 zaměstnanců,Nepřímé náklady - sociální požitky,2.5252879077
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,83.4875405501
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,3.4890650464
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",50 až 99 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,3.4786273228
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",50 až 99 zaměstnanců,Nepřímé náklady - daně a dotace,-0.4029576958
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",100 až 249 zaměstnanců,Náklady práce celkem,378.9899741554
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",100 až 249 zaměstnanců,Přímé náklady celkem,269.6634796298
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",100 až 249 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,238.933814796
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",100 až 249 zaměstnanců,Přímé náklady - náhrady mzdy,30.7296648337
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",100 až 249 zaměstnanců,Nepřímé náklady - sociální požitky,6.5805619043
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,94.0669611704
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,5.304687461
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",100 až 249 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,3.6834618389
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",100 až 249 zaměstnanců,Nepřímé náklady - daně a dotace,-0.309177849
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",250 až 499 zaměstnanců,Náklady práce celkem,455.3929222083
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",250 až 499 zaměstnanců,Přímé náklady celkem,316.5651064284
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",250 až 499 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,278.3866864629
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",250 až 499 zaměstnanců,Přímé náklady - náhrady mzdy,38.1784199655
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",250 až 499 zaměstnanců,Nepřímé náklady - sociální požitky,10.3341171006
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,110.6864411068
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,13.3576156587
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",250 až 499 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,4.6651695176
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",250 až 499 zaměstnanců,Nepřímé náklady - daně a dotace,-0.2155276038
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",500 až 999 zaměstnanců,Náklady práce celkem,488.5642327747
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",500 až 999 zaměstnanců,Přímé náklady celkem,345.5038858297
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",500 až 999 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,305.5919571704
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",500 až 999 zaměstnanců,Přímé náklady - náhrady mzdy,39.9119286593
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",500 až 999 zaměstnanců,Nepřímé náklady - sociální požitky,10.3332614772
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,119.8589535077
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,9.4649354349
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",500 až 999 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,3.4108629726
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",500 až 999 zaměstnanců,Nepřímé náklady - daně a dotace,-0.0076664474
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 000 a více zaměstnanců,Náklady práce celkem,409.8159875524
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 000 a více zaměstnanců,Přímé náklady celkem,290.3544438098
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 000 a více zaměstnanců,Přímé náklady - mzdy za vykonanou práci,258.6295401963
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 000 a více zaměstnanců,Přímé náklady - náhrady mzdy,31.7249036135
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 000 a více zaměstnanců,Nepřímé náklady - sociální požitky,9.2885547441
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 000 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,99.731540878
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 000 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,6.4612463007
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 000 a více zaměstnanců,Nepřímé náklady - personální náklady/výdaje,3.9802018198
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 000 a více zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,F - Stavebnictví,Celkem zaměstnanců,Náklady práce celkem,352.598058192
Česko,2023,F - Stavebnictví,Celkem zaměstnanců,Přímé náklady celkem,255.4691324876
Česko,2023,F - Stavebnictví,Celkem zaměstnanců,Přímé náklady - mzdy za vykonanou práci,229.7039811588
Česko,2023,F - Stavebnictví,Celkem zaměstnanců,Přímé náklady - náhrady mzdy,25.7651513289
Česko,2023,F - Stavebnictví,Celkem zaměstnanců,Nepřímé náklady - sociální požitky,3.4408263944
Česko,2023,F - Stavebnictví,Celkem zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,87.4412616886
Česko,2023,F - Stavebnictví,Celkem zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,3.5943473257
Česko,2023,F - Stavebnictví,Celkem zaměstnanců,Nepřímé náklady - personální náklady/výdaje,2.6450072595
Česko,2023,F - Stavebnictví,Celkem zaměstnanců,Nepřímé náklady - daně a dotace,0.0074830361
Česko,2023,F - Stavebnictví,1 až 9 zaměstnanců,Náklady práce celkem,253.9688525266
Česko,2023,F - Stavebnictví,1 až 9 zaměstnanců,Přímé náklady celkem,185.7400815841
Česko,2023,F - Stavebnictví,1 až 9 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,168.9774337639
Česko,2023,F - Stavebnictví,1 až 9 zaměstnanců,Přímé náklady - náhrady mzdy,16.7626478202
Česko,2023,F - Stavebnictví,1 až 9 zaměstnanců,Nepřímé náklady - sociální požitky,0.9444143652
Česko,2023,F - Stavebnictví,1 až 9 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,63.298294472
Česko,2023,F - Stavebnictví,1 až 9 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,1.9083955453
Česko,2023,F - Stavebnictví,1 až 9 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,2.0541259575
Česko,2023,F - Stavebnictví,1 až 9 zaměstnanců,Nepřímé náklady - daně a dotace,0.0235406025
Česko,2023,F - Stavebnictví,10 až 19 zaměstnanců,Náklady práce celkem,281.410323222
Česko,2023,F - Stavebnictví,10 až 19 zaměstnanců,Přímé náklady celkem,204.7768175367
Česko,2023,F - Stavebnictví,10 až 19 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,185.0843796456
Česko,2023,F - Stavebnictví,10 až 19 zaměstnanců,Přímé náklady - náhrady mzdy,19.6924378912
Česko,2023,F - Stavebnictví,10 až 19 zaměstnanců,Nepřímé náklady - sociální požitky,2.1797032303
Česko,2023,F - Stavebnictví,10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,69.7671786634
Česko,2023,F - Stavebnictví,10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,2.5511710815
Česko,2023,F - Stavebnictví,10 až 19 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,2.1062063892
Česko,2023,F - Stavebnictví,10 až 19 zaměstnanců,Nepřímé náklady - daně a dotace,0.0292463208
Česko,2023,F - Stavebnictví,20 až 49 zaměstnanců,Náklady práce celkem,322.3554135441
Česko,2023,F - Stavebnictví,20 až 49 zaměstnanců,Přímé náklady celkem,234.7785817269
Česko,2023,F - Stavebnictví,20 až 49 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,212.1593408401
Česko,2023,F - Stavebnictví,20 až 49 zaměstnanců,Přímé náklady - náhrady mzdy,22.6192408868
Česko,2023,F - Stavebnictví,20 až 49 zaměstnanců,Nepřímé náklady - sociální požitky,2.4833656282
Česko,2023,F - Stavebnictví,20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,80.0782372351
Česko,2023,F - Stavebnictví,20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,2.9029579753
Česko,2023,F - Stavebnictví,20 až 49 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,2.0909906929
Česko,2023,F - Stavebnictví,20 až 49 zaměstnanců,Nepřímé náklady - daně a dotace,0.0212802857
Česko,2023,F - Stavebnictví,50 až 99 zaměstnanců,Náklady práce celkem,382.369414263
Česko,2023,F - Stavebnictví,50 až 99 zaměstnanců,Přímé náklady celkem,277.8946257024
Česko,2023,F - Stavebnictví,50 až 99 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,250.6797666582
Česko,2023,F - Stavebnictví,50 až 99 zaměstnanců,Přímé náklady - náhrady mzdy,27.2148590442
Česko,2023,F - Stavebnictví,50 až 99 zaměstnanců,Nepřímé náklady - sociální požitky,3.8386607541
Česko,2023,F - Stavebnictví,50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,95.1482276824
Česko,2023,F - Stavebnictví,50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,3.3585773801
Česko,2023,F - Stavebnictví,50 až 99 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,2.1408651497
Česko,2023,F - Stavebnictví,50 až 99 zaměstnanců,Nepřímé náklady - daně a dotace,-0.0115424056
Česko,2023,F - Stavebnictví,100 až 249 zaměstnanců,Náklady práce celkem,434.9330215543
Česko,2023,F - Stavebnictví,100 až 249 zaměstnanců,Přímé náklady celkem,315.3730551136
Česko,2023,F - Stavebnictví,100 až 249 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,282.3505936454
Česko,2023,F - Stavebnictví,100 až 249 zaměstnanců,Přímé náklady - náhrady mzdy,33.0224614682
Česko,2023,F - Stavebnictví,100 až 249 zaměstnanců,Nepřímé náklady - sociální požitky,3.8321226363
Česko,2023,F - Stavebnictví,100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,108.3459983238
Česko,2023,F - Stavebnictví,100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,4.4196841014
Česko,2023,F - Stavebnictví,100 až 249 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,2.9813703326
Česko,2023,F - Stavebnictví,100 až 249 zaměstnanců,Nepřímé náklady - daně a dotace,-0.0192089533
Česko,2023,F - Stavebnictví,250 až 499 zaměstnanců,Náklady práce celkem,506.9213860257
