Území,Typ ceny,Očištění,Země,Měsíce,Ukazatel,value
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2022,Dovoz (meziroční index),126.7502760121
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2022,Obrat zboží (meziroční index),127.7727123706
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2022,"Vývoz (v mil. Kč, FOB)",332012.47368
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2022,"Dovoz (v mil. Kč, CIF)",354496.983127
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2022,Bilance (v mil. Kč),-22484.509447
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2022,Obrat zboží (v mil. Kč),686509.456807
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2022,Vývoz (meziroční index),111.7646508634
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2022,Dovoz (meziroční index),115.2779224346
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2022,Obrat zboží (meziroční index),113.551652954
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2022,"Vývoz (v mil. Kč, FOB)",393081.70746
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2022,"Dovoz (v mil. Kč, CIF)",408884.723626
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2022,Bilance (v mil. Kč),-15803.016166
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2022,Obrat zboží (v mil. Kč),801966.431086
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2022,Vývoz (meziroční index),116.3180468472
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2022,Dovoz (meziroční index),117.8886834348
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2022,Obrat zboží (meziroční index),117.1135749497
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2022,"Vývoz (v mil. Kč, FOB)",391227.444624
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2022,"Dovoz (v mil. Kč, CIF)",419616.030595
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2022,Bilance (v mil. Kč),-28388.585971
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2022,Obrat zboží (v mil. Kč),810843.475219
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2022,Vývoz (meziroční index),119.4188470123
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2022,Dovoz (meziroční index),129.4442036917
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2022,Obrat zboží (meziroční index),124.4050538869
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2022,"Vývoz (v mil. Kč, FOB)",338690.502309
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2022,"Dovoz (v mil. Kč, CIF)",367724.100268
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2022,Bilance (v mil. Kč),-29033.597959
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2022,Obrat zboží (v mil. Kč),706414.602577
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2022,Vývoz (meziroční index),98.5842600628
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2022,Dovoz (meziroční index),113.4091834897
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2022,Obrat zboží (meziroční index),105.7823962965
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2022,"Vývoz (v mil. Kč, FOB)",385793.059858
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2022,"Dovoz (v mil. Kč, CIF)",398533.672484
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2022,Bilance (v mil. Kč),-12740.612626
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2022,Obrat zboží (v mil. Kč),784326.732342
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2022,Vývoz (meziroční index),104.800969757
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2022,Dovoz (meziroční index),113.2490334811
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2022,Obrat zboží (meziroční index),108.9299023714
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2022,"Vývoz (v mil. Kč, FOB)",324897.464301
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2022,"Dovoz (v mil. Kč, CIF)",332370.965849
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2022,Bilance (v mil. Kč),-7473.501548
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2022,Obrat zboží (v mil. Kč),657268.43015
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2022,Vývoz (meziroční index),106.6953854917
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2022,Dovoz (meziroční index),116.9420233893
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2022,Obrat zboží (meziroční index),111.6421267212
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2022,"Vývoz (v mil. Kč, FOB)",334034.977434
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2022,"Dovoz (v mil. Kč, CIF)",326456.775852
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2022,Bilance (v mil. Kč),7578.201582
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2022,Obrat zboží (v mil. Kč),660491.753286
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2022,Vývoz (meziroční index),113.366278276
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2022,Dovoz (meziroční index),120.8044599486
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2022,Obrat zboží (meziroční index),116.9246235073
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2021,"Vývoz (v mil. Kč, FOB)",313326.817754
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2021,"Dovoz (v mil. Kč, CIF)",329566.634881
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2021,Bilance (v mil. Kč),-16239.817127
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2021,Obrat zboží (v mil. Kč),642893.452635
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2021,Vývoz (meziroční index),109.289254863
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2021,Dovoz (meziroční index),121.6522716507
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2021,Obrat zboží (meziroční index),115.2957593318
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2021,"Vývoz (v mil. Kč, FOB)",372352.915749
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2021,"Dovoz (v mil. Kč, CIF)",368530.641506
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2021,Bilance (v mil. Kč),3822.274243
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2021,Obrat zboží (v mil. Kč),740883.557255
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2021,Vývoz (meziroční index),107.3784536562
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2021,Dovoz (meziroční index),117.0998074503
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2021,Obrat zboží (meziroční index),112.0036079742
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2021,"Vývoz (v mil. Kč, FOB)",326468.602177
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2021,"Dovoz (v mil. Kč, CIF)",343320.433528
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2021,Bilance (v mil. Kč),-16851.831351
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2021,Obrat zboží (v mil. Kč),669789.035705
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2021,Vývoz (meziroční index),92.8509503315
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2021,Dovoz (meziroční index),107.0990721447
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2021,Obrat zboží (meziroční index),99.6460128242
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2021,"Vývoz (v mil. Kč, FOB)",320420.981035
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2021,"Dovoz (v mil. Kč, CIF)",336919.827019
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2021,Bilance (v mil. Kč),-16498.845984
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2021,Obrat zboží (v mil. Kč),657340.808054
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2021,Vývoz (meziroční index),98.0408391756
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2021,Dovoz (meziroční index),115.0123168205
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2021,Obrat zboží (meziroční index),106.0626767166
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2021,"Vývoz (v mil. Kč, FOB)",275370.744166
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2021,"Dovoz (v mil. Kč, CIF)",303121.049358
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2021,Bilance (v mil. Kč),-27750.305192
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2021,Obrat zboží (v mil. Kč),578491.793524
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2021,Vývoz (meziroční index),108.5345689524
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2021,Dovoz (meziroční index),123.0887633975
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2021,Obrat zboží (meziroční index),115.7031612709
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2021,"Vývoz (v mil. Kč, FOB)",297063.938477
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2021,"Dovoz (v mil. Kč, CIF)",307515.069356
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2021,Bilance (v mil. Kč),-10451.130879
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2021,Obrat zboží (v mil. Kč),604579.007833
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2021,Vývoz (meziroční index),105.1459907681
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2021,Dovoz (meziroční index),114.4988100214
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2021,Obrat zboží (meziroční index),109.7040237623
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2021,"Vývoz (v mil. Kč, FOB)",337936.990961
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2021,"Dovoz (v mil. Kč, CIF)",346839.672573
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2021,Bilance (v mil. Kč),-8902.681612
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2021,Obrat zboží (v mil. Kč),684776.663534
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2021,Vývoz (meziroční index),114.2198539654
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2021,Dovoz (meziroční index),132.3939213743
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2021,Obrat zboží (meziroční index),122.7548339701
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2021,"Vývoz (v mil. Kč, FOB)",327609.46401
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2021,"Dovoz (v mil. Kč, CIF)",324167.493505
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2021,Bilance (v mil. Kč),3441.970505
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2021,Obrat zboží (v mil. Kč),651776.957515
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2021,Vývoz (meziroční index),143.923338417
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2021,Dovoz (meziroční index),142.1013335096
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2021,Obrat zboží (meziroční index),143.011343671
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2021,"Vývoz (v mil. Kč, FOB)",343554.338282
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2021,"Dovoz (v mil. Kč, CIF)",324245.43494
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2021,Bilance (v mil. Kč),19308.903342
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2021,Obrat zboží (v mil. Kč),667799.773222
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2021,Vývoz (meziroční index),183.4874667104
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2021,Dovoz (meziroční index),153.4249549554
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2021,Obrat zboží (meziroční index),167.5472518495
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2021,"Vývoz (v mil. Kč, FOB)",368119.742358
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2021,"Dovoz (v mil. Kč, CIF)",351909.115896
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2021,Bilance (v mil. Kč),16210.626462
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2021,Obrat zboží (v mil. Kč),720028.858254
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2021,Vývoz (meziroční index),130.9645248086
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2021,Dovoz (meziroční index),125.1012822446
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2021,Obrat zboží (meziroční index),128.0317785272
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2021,"Vývoz (v mil. Kč, FOB)",304509.386984
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2021,"Dovoz (v mil. Kč, CIF)",284218.586455
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2021,Bilance (v mil. Kč),20290.800529
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2021,Obrat zboží (v mil. Kč),588727.973439
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2021,Vývoz (meziroční index),104.3505611206
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2021,Dovoz (meziroční index),104.4329332128
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2021,Obrat zboží (meziroční index),104.3903114395
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2021,"Vývoz (v mil. Kč, FOB)",294651.092471
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2021,"Dovoz (v mil. Kč, CIF)",270235.698244
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2021,Bilance (v mil. Kč),24415.394227
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2021,Obrat zboží (v mil. Kč),564886.790715
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2021,Vývoz (meziroční index),98.6041550375
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2021,Dovoz (meziroční index),95.7998550003
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2021,Obrat zboží (meziroční index),97.2424074089
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2020,"Vývoz (v mil. Kč, FOB)",286694.9895
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2020,"Dovoz (v mil. Kč, CIF)",270908.738825
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2020,Bilance (v mil. Kč),15786.250675
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2020,Obrat zboží (v mil. Kč),557603.728325
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2020,Vývoz (meziroční index),114.7612880629
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2020,Dovoz (meziroční index),104.9857580054
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2020,Obrat zboží (meziroční index),109.7943661909
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2020,"Vývoz (v mil. Kč, FOB)",346766.882061
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2020,"Dovoz (v mil. Kč, CIF)",314714.985046
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2020,Bilance (v mil. Kč),32051.897015
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2020,Obrat zboží (v mil. Kč),661481.867107
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2020,Vývoz (meziroční index),106.169730796
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2020,Dovoz (meziroční index),100.0893688131
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2020,Obrat zboží (meziroční index),103.1873211125
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2020,"Vývoz (v mil. Kč, FOB)",351605.01967
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2020,"Dovoz (v mil. Kč, CIF)",320563.406062
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2020,Bilance (v mil. Kč),31041.613608
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2020,Obrat zboží (v mil. Kč),672168.425732
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2020,Vývoz (meziroční index),103.2131417378
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2020,Dovoz (meziroční index),96.6448491109
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2020,Obrat zboží (meziroční index),99.9727952492
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2020,"Vývoz (v mil. Kč, FOB)",326823.988584
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2020,"Dovoz (v mil. Kč, CIF)",292942.387679
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2020,Bilance (v mil. Kč),33881.600905
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2020,Obrat zboží (v mil. Kč),619766.376263
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2020,Vývoz (meziroční index),99.9220959463
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2020,Dovoz (meziroční index),95.4095204096
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2020,Obrat zboží (meziroční index),97.7371207129
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2020,"Vývoz (v mil. Kč, FOB)",253717.084634
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2020,"Dovoz (v mil. Kč, CIF)",246262.161542
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2020,Bilance (v mil. Kč),7454.923092
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2020,Obrat zboží (v mil. Kč),499979.246176
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2020,Vývoz (meziroční index),91.7371178176
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2020,Dovoz (meziroční index),92.1168906427
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2020,Obrat zboží (meziroční index),91.9237808012
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2020,"Vývoz (v mil. Kč, FOB)",282525.216898
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2020,"Dovoz (v mil. Kč, CIF)",268574.904227
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2020,Bilance (v mil. Kč),13950.312671
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2020,Obrat zboží (v mil. Kč),551100.121125
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2020,Vývoz (meziroční index),96.9379971163
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2020,Dovoz (meziroční index),91.6037660338
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2020,Obrat zboží (meziroční index),94.2629319641
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2020,"Vývoz (v mil. Kč, FOB)",295865.367735
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2020,"Dovoz (v mil. Kč, CIF)",261975.526499
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2020,Bilance (v mil. Kč),33889.841236
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2020,Obrat zboží (v mil. Kč),557840.894234
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2020,Vývoz (meziroční index),97.7728734163
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2020,Dovoz (meziroční index),91.7143109511
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2020,Obrat zboží (meziroční index),94.8309395268
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2020,"Vývoz (v mil. Kč, FOB)",227627.754896
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2020,"Dovoz (v mil. Kč, CIF)",228124.174136
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2020,Bilance (v mil. Kč),-496.41924
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2020,Obrat zboží (v mil. Kč),455751.929032
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2020,Vývoz (meziroční index),68.8366819035
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2020,Dovoz (meziroční index),74.4239358224
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2020,Obrat zboží (meziroční index),71.5243940663
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2020,"Vývoz (v mil. Kč, FOB)",187235.861087
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2020,"Dovoz (v mil. Kč, CIF)",211338.132727
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2020,Bilance (v mil. Kč),-24102.27164
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2020,Obrat zboží (v mil. Kč),398573.993814
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2020,Vývoz (meziroční index),59.4720663451
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2020,Dovoz (meziroční index),70.6920328402
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2020,Obrat zboží (meziroční index),64.9369632328
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2020,"Vývoz (v mil. Kč, FOB)",281083.555181
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2020,"Dovoz (v mil. Kč, CIF)",281299.367666
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2020,Bilance (v mil. Kč),-215.812485
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2020,Obrat zboží (v mil. Kč),562382.922847
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2020,Vývoz (meziroční index),85.732155844
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2020,Dovoz (meziroční index),90.1289159322
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2020,Obrat zboží (meziroční index),87.8764165721
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2020,"Vývoz (v mil. Kč, FOB)",291813.847203
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2020,"Dovoz (v mil. Kč, CIF)",272154.173699
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2020,Bilance (v mil. Kč),19659.673504
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2020,Obrat zboží (v mil. Kč),563968.020902
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2020,Vývoz (meziroční index),97.5728533039
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2020,Dovoz (meziroční index),95.9773338974
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2020,Obrat zboží (meziroční index),96.7963329668
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2020,"Vývoz (v mil. Kč, FOB)",298822.186914
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2020,"Dovoz (v mil. Kč, CIF)",282083.619274
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2020,Bilance (v mil. Kč),16738.56764
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2020,Obrat zboží (v mil. Kč),580905.806188
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2020,Vývoz (meziroční index),98.1276041262
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2020,Dovoz (meziroční index),98.1003822532
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2020,Obrat zboží (meziroční index),98.1143834968
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2019,"Vývoz (v mil. Kč, FOB)",249818.553224
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2019,"Dovoz (v mil. Kč, CIF)",258043.323182
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2019,Bilance (v mil. Kč),-8224.769958
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2019,Obrat zboží (v mil. Kč),507861.876406
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2019,Vývoz (meziroční index),98.734812802
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2019,Dovoz (meziroční index),100.1587502866
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2019,Obrat zboží (meziroční index),99.453215356
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2019,"Vývoz (v mil. Kč, FOB)",326615.580035
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2019,"Dovoz (v mil. Kč, CIF)",314433.979131
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2019,Bilance (v mil. Kč),12181.600904
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2019,Obrat zboží (v mil. Kč),641049.559166
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2019,Vývoz (meziroční index),94.1263671318
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2019,Dovoz (meziroční index),95.3120886528
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2019,Obrat zboží (meziroční index),94.7042529868
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2019,"Vývoz (v mil. Kč, FOB)",340659.158078
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2019,"Dovoz (v mil. Kč, CIF)",331692.17916
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2019,Bilance (v mil. Kč),8966.978918
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2019,Obrat zboží (v mil. Kč),672351.337238
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2019,Vývoz (meziroční index),98.161964792
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2019,Dovoz (meziroční index),95.4007045989
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2019,Obrat zboží (meziroční index),96.7800522431
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2019,"Vývoz (v mil. Kč, FOB)",327078.796225
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2019,"Dovoz (v mil. Kč, CIF)",307036.851691
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2019,Bilance (v mil. Kč),20041.944534
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2019,Obrat zboží (v mil. Kč),634115.647916
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2019,Vývoz (meziroční index),108.7947692495
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2019,Dovoz (meziroční index),105.9046883596
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2019,Obrat zboží (meziroční index),107.3759603409
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2019,"Vývoz (v mil. Kč, FOB)",276569.714277
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2019,"Dovoz (v mil. Kč, CIF)",267336.597907
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2019,Bilance (v mil. Kč),9233.11637
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2019,Obrat zboží (v mil. Kč),543906.312184
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2019,Vývoz (meziroční index),96.6699806775
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2019,Dovoz (meziroční index),91.2846709832
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2019,Obrat zboží (meziroční index),93.9458694452
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2019,"Vývoz (v mil. Kč, FOB)",291449.406118
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2019,"Dovoz (v mil. Kč, CIF)",293191.989648
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2019,Bilance (v mil. Kč),-1742.58353
