Ukazatel,Území,Typ indexu,Klasifikace produkce,Čtvrtletí,value
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Stroje a zařízení j. n., vč. souvisejících služeb a prací",2. čtvrtletí 2025,138.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",1. čtvrtletí 2015,101.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",2. čtvrtletí 2015,100.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",3. čtvrtletí 2015,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",4. čtvrtletí 2015,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",1. čtvrtletí 2016,98.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",2. čtvrtletí 2016,97.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",3. čtvrtletí 2016,97.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",4. čtvrtletí 2016,97.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",1. čtvrtletí 2017,97.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",2. čtvrtletí 2017,95.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",3. čtvrtletí 2017,94.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",4. čtvrtletí 2017,94.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",1. čtvrtletí 2018,93.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",2. čtvrtletí 2018,93.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",3. čtvrtletí 2018,93.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",4. čtvrtletí 2018,94.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",1. čtvrtletí 2019,94.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",2. čtvrtletí 2019,93.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",3. čtvrtletí 2019,94.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",4. čtvrtletí 2019,93.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",1. čtvrtletí 2020,93.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",2. čtvrtletí 2020,97.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",3. čtvrtletí 2020,96.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",4. čtvrtletí 2020,96.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",1. čtvrtletí 2021,95.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",2. čtvrtletí 2021,94.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",3. čtvrtletí 2021,94.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",4. čtvrtletí 2021,95.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",1. čtvrtletí 2022,95.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",2. čtvrtletí 2022,96.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",3. čtvrtletí 2022,97.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",4. čtvrtletí 2022,98.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",1. čtvrtletí 2023,99.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",2. čtvrtletí 2023,99.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",3. čtvrtletí 2023,100.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",4. čtvrtletí 2023,101.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",1. čtvrtletí 2024,103.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",2. čtvrtletí 2024,103.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",3. čtvrtletí 2024,104.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",4. čtvrtletí 2024,104.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",1. čtvrtletí 2025,104.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Motorová vozidla (kromě motocyklů), přívěsy a návěsy, vč. subdodavatelských prací",2. čtvrtletí 2025,104.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",1. čtvrtletí 2015,100.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",2. čtvrtletí 2015,100.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",3. čtvrtletí 2015,99.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",4. čtvrtletí 2015,99.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",1. čtvrtletí 2016,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",2. čtvrtletí 2016,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",3. čtvrtletí 2016,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",4. čtvrtletí 2016,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",1. čtvrtletí 2017,100.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",2. čtvrtletí 2017,100.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",3. čtvrtletí 2017,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",4. čtvrtletí 2017,102.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",1. čtvrtletí 2018,103.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",2. čtvrtletí 2018,104.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",3. čtvrtletí 2018,104.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",4. čtvrtletí 2018,104.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",1. čtvrtletí 2019,104.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",2. čtvrtletí 2019,104.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",3. čtvrtletí 2019,104.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",4. čtvrtletí 2019,104.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",1. čtvrtletí 2020,105.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",2. čtvrtletí 2020,105.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",3. čtvrtletí 2020,105.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",4. čtvrtletí 2020,105.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",1. čtvrtletí 2021,106.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",2. čtvrtletí 2021,106.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",3. čtvrtletí 2021,106.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",4. čtvrtletí 2021,106.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",1. čtvrtletí 2022,110.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",2. čtvrtletí 2022,116.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",3. čtvrtletí 2022,117.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",4. čtvrtletí 2022,119.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",1. čtvrtletí 2023,124.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",2. čtvrtletí 2023,125.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",3. čtvrtletí 2023,124.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",4. čtvrtletí 2023,124.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",1. čtvrtletí 2024,127.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",2. čtvrtletí 2024,127.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",3. čtvrtletí 2024,127.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",4. čtvrtletí 2024,127.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",1. čtvrtletí 2025,131.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací",2. čtvrtletí 2025,132.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",1. čtvrtletí 2015,100.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",2. čtvrtletí 2015,100.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",3. čtvrtletí 2015,99.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",4. čtvrtletí 2015,99.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",1. čtvrtletí 2016,99.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",2. čtvrtletí 2016,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",3. čtvrtletí 2016,99.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",4. čtvrtletí 2016,100.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",1. čtvrtletí 2017,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",2. čtvrtletí 2017,99.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",3. čtvrtletí 2017,98.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",4. čtvrtletí 2017,98.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",1. čtvrtletí 2018,98.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",2. čtvrtletí 2018,99.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",3. čtvrtletí 2018,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",4. čtvrtletí 2018,100.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",1. čtvrtletí 2019,100.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",2. čtvrtletí 2019,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",3. čtvrtletí 2019,101.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",4. čtvrtletí 2019,101.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",1. čtvrtletí 2020,101.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",2. čtvrtletí 2020,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",3. čtvrtletí 2020,103.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",4. čtvrtletí 2020,104.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",1. čtvrtletí 2021,105.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",2. čtvrtletí 2021,108.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",3. čtvrtletí 2021,111.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",4. čtvrtletí 2021,113.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",1. čtvrtletí 2022,118.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",2. čtvrtletí 2022,122.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",3. čtvrtletí 2022,125.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",4. čtvrtletí 2022,127.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",1. čtvrtletí 2023,130.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",2. čtvrtletí 2023,130.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",3. čtvrtletí 2023,129.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",4. čtvrtletí 2023,129.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",1. čtvrtletí 2024,132.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",2. čtvrtletí 2024,132.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",3. čtvrtletí 2024,131.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",4. čtvrtletí 2024,132.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",1. čtvrtletí 2025,134.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Nábytek, vč. souvisejících služeb a prací",2. čtvrtletí 2025,135.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",1. čtvrtletí 2015,100.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",2. čtvrtletí 2015,100.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",3. čtvrtletí 2015,100.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",4. čtvrtletí 2015,99.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",1. čtvrtletí 2016,101.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",2. čtvrtletí 2016,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",3. čtvrtletí 2016,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",4. čtvrtletí 2016,100.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",1. čtvrtletí 2017,102.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",2. čtvrtletí 2017,102.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",3. čtvrtletí 2017,101.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",4. čtvrtletí 2017,101.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",1. čtvrtletí 2018,102.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",2. čtvrtletí 2018,103.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",3. čtvrtletí 2018,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",4. čtvrtletí 2018,103.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",1. čtvrtletí 2019,104.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",2. čtvrtletí 2019,104.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",3. čtvrtletí 2019,105.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",4. čtvrtletí 2019,104.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",1. čtvrtletí 2020,106.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",2. čtvrtletí 2020,106.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",3. čtvrtletí 2020,106.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",4. čtvrtletí 2020,107.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",1. čtvrtletí 2021,108.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",2. čtvrtletí 2021,108.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",3. čtvrtletí 2021,109.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",4. čtvrtletí 2021,110.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",1. čtvrtletí 2022,114.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",2. čtvrtletí 2022,116.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",3. čtvrtletí 2022,118.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",4. čtvrtletí 2022,119.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",1. čtvrtletí 2023,118.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",2. čtvrtletí 2023,119.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",3. čtvrtletí 2023,119.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",4. čtvrtletí 2023,120.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",1. čtvrtletí 2024,122.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",2. čtvrtletí 2024,121.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací",3. čtvrtletí 2024,122.7
