Ukazatel,Území,Pohlaví,Roky,Věk (roky),Rodinný stav,value
Počet obyvatel k 31. 12.,Česko,Ženy,2023,61,"Ovdovělí, ovdovělé",6017
Počet obyvatel k 31. 12.,Česko,Ženy,2023,62,Celkem,60677
Počet obyvatel k 31. 12.,Česko,Ženy,2023,62,"Svobodní, svobodné",2645
Počet obyvatel k 31. 12.,Česko,Ženy,2023,62,"Ženatí, vdané",36347
Počet obyvatel k 31. 12.,Česko,Ženy,2023,62,"Rozvedení, rozvedené",15066
Počet obyvatel k 31. 12.,Česko,Ženy,2023,62,"Ovdovělí, ovdovělé",6619
Počet obyvatel k 31. 12.,Česko,Ženy,2023,63,Celkem,58833
Počet obyvatel k 31. 12.,Česko,Ženy,2023,63,"Svobodní, svobodné",2487
Počet obyvatel k 31. 12.,Česko,Ženy,2023,63,"Ženatí, vdané",34829
Počet obyvatel k 31. 12.,Česko,Ženy,2023,63,"Rozvedení, rozvedené",14364
Počet obyvatel k 31. 12.,Česko,Ženy,2023,63,"Ovdovělí, ovdovělé",7153
Počet obyvatel k 31. 12.,Česko,Ženy,2023,64,Celkem,58246
Počet obyvatel k 31. 12.,Česko,Ženy,2023,64,"Svobodní, svobodné",2231
Počet obyvatel k 31. 12.,Česko,Ženy,2023,64,"Ženatí, vdané",34460
Počet obyvatel k 31. 12.,Česko,Ženy,2023,64,"Rozvedení, rozvedené",13759
Počet obyvatel k 31. 12.,Česko,Ženy,2023,64,"Ovdovělí, ovdovělé",7796
Počet obyvatel k 31. 12.,Česko,Ženy,2023,65,Celkem,63050
Počet obyvatel k 31. 12.,Česko,Ženy,2023,65,"Svobodní, svobodné",2335
Počet obyvatel k 31. 12.,Česko,Ženy,2023,65,"Ženatí, vdané",36970
Počet obyvatel k 31. 12.,Česko,Ženy,2023,65,"Rozvedení, rozvedené",14321
Počet obyvatel k 31. 12.,Česko,Ženy,2023,65,"Ovdovělí, ovdovělé",9424
Počet obyvatel k 31. 12.,Česko,Ženy,2023,66,Celkem,66943
Počet obyvatel k 31. 12.,Česko,Ženy,2023,66,"Svobodní, svobodné",2296
Počet obyvatel k 31. 12.,Česko,Ženy,2023,66,"Ženatí, vdané",38765
Počet obyvatel k 31. 12.,Česko,Ženy,2023,66,"Rozvedení, rozvedené",14817
Počet obyvatel k 31. 12.,Česko,Ženy,2023,66,"Ovdovělí, ovdovělé",11065
Počet obyvatel k 31. 12.,Česko,Ženy,2023,67,Celkem,69323
Počet obyvatel k 31. 12.,Česko,Ženy,2023,67,"Svobodní, svobodné",2309
Počet obyvatel k 31. 12.,Česko,Ženy,2023,67,"Ženatí, vdané",39653
Počet obyvatel k 31. 12.,Česko,Ženy,2023,67,"Rozvedení, rozvedené",14595
Počet obyvatel k 31. 12.,Česko,Ženy,2023,67,"Ovdovělí, ovdovělé",12766
Počet obyvatel k 31. 12.,Česko,Ženy,2023,68,Celkem,69426
Počet obyvatel k 31. 12.,Česko,Ženy,2023,68,"Svobodní, svobodné",2236
Počet obyvatel k 31. 12.,Česko,Ženy,2023,68,"Ženatí, vdané",38703
Počet obyvatel k 31. 12.,Česko,Ženy,2023,68,"Rozvedení, rozvedené",14364
Počet obyvatel k 31. 12.,Česko,Ženy,2023,68,"Ovdovělí, ovdovělé",14123
Počet obyvatel k 31. 12.,Česko,Ženy,2023,69,Celkem,69595
Počet obyvatel k 31. 12.,Česko,Ženy,2023,69,"Svobodní, svobodné",2171
Počet obyvatel k 31. 12.,Česko,Ženy,2023,69,"Ženatí, vdané",37886
Počet obyvatel k 31. 12.,Česko,Ženy,2023,69,"Rozvedení, rozvedené",13935
Počet obyvatel k 31. 12.,Česko,Ženy,2023,69,"Ovdovělí, ovdovělé",15603
Počet obyvatel k 31. 12.,Česko,Ženy,2023,70,Celkem,69249
Počet obyvatel k 31. 12.,Česko,Ženy,2023,70,"Svobodní, svobodné",1955
Počet obyvatel k 31. 12.,Česko,Ženy,2023,70,"Ženatí, vdané",36425
Počet obyvatel k 31. 12.,Česko,Ženy,2023,70,"Rozvedení, rozvedené",13663
Počet obyvatel k 31. 12.,Česko,Ženy,2023,70,"Ovdovělí, ovdovělé",17206
Počet obyvatel k 31. 12.,Česko,Ženy,2023,71,Celkem,69948
Počet obyvatel k 31. 12.,Česko,Ženy,2023,71,"Svobodní, svobodné",1912
Počet obyvatel k 31. 12.,Česko,Ženy,2023,71,"Ženatí, vdané",36067
Počet obyvatel k 31. 12.,Česko,Ženy,2023,71,"Rozvedení, rozvedené",13024
Počet obyvatel k 31. 12.,Česko,Ženy,2023,71,"Ovdovělí, ovdovělé",18945
Počet obyvatel k 31. 12.,Česko,Ženy,2023,72,Celkem,69820
Počet obyvatel k 31. 12.,Česko,Ženy,2023,72,"Svobodní, svobodné",1897
Počet obyvatel k 31. 12.,Česko,Ženy,2023,72,"Ženatí, vdané",34786
Počet obyvatel k 31. 12.,Česko,Ženy,2023,72,"Rozvedení, rozvedené",12713
Počet obyvatel k 31. 12.,Česko,Ženy,2023,72,"Ovdovělí, ovdovělé",20424
Počet obyvatel k 31. 12.,Česko,Ženy,2023,73,Celkem,67324
Počet obyvatel k 31. 12.,Česko,Ženy,2023,73,"Svobodní, svobodné",1752
Počet obyvatel k 31. 12.,Česko,Ženy,2023,73,"Ženatí, vdané",32087
Počet obyvatel k 31. 12.,Česko,Ženy,2023,73,"Rozvedení, rozvedené",11592
Počet obyvatel k 31. 12.,Česko,Ženy,2023,73,"Ovdovělí, ovdovělé",21893
Počet obyvatel k 31. 12.,Česko,Ženy,2023,74,Celkem,64604
Počet obyvatel k 31. 12.,Česko,Ženy,2023,74,"Svobodní, svobodné",1699
Počet obyvatel k 31. 12.,Česko,Ženy,2023,74,"Ženatí, vdané",29661
Počet obyvatel k 31. 12.,Česko,Ženy,2023,74,"Rozvedení, rozvedené",10524
Počet obyvatel k 31. 12.,Česko,Ženy,2023,74,"Ovdovělí, ovdovělé",22720
Počet obyvatel k 31. 12.,Česko,Ženy,2023,75,Celkem,64826
Počet obyvatel k 31. 12.,Česko,Ženy,2023,75,"Svobodní, svobodné",1569
Počet obyvatel k 31. 12.,Česko,Ženy,2023,75,"Ženatí, vdané",28145
Počet obyvatel k 31. 12.,Česko,Ženy,2023,75,"Rozvedení, rozvedené",10268
Počet obyvatel k 31. 12.,Česko,Ženy,2023,75,"Ovdovělí, ovdovělé",24844
Počet obyvatel k 31. 12.,Česko,Ženy,2023,76,Celkem,66229
Počet obyvatel k 31. 12.,Česko,Ženy,2023,76,"Svobodní, svobodné",1665
Počet obyvatel k 31. 12.,Česko,Ženy,2023,76,"Ženatí, vdané",27393
Počet obyvatel k 31. 12.,Česko,Ženy,2023,76,"Rozvedení, rozvedené",9989
Počet obyvatel k 31. 12.,Česko,Ženy,2023,76,"Ovdovělí, ovdovělé",27182
Počet obyvatel k 31. 12.,Česko,Ženy,2023,77,Celkem,62209
Počet obyvatel k 31. 12.,Česko,Ženy,2023,77,"Svobodní, svobodné",1474
Počet obyvatel k 31. 12.,Česko,Ženy,2023,77,"Ženatí, vdané",24316
Počet obyvatel k 31. 12.,Česko,Ženy,2023,77,"Rozvedení, rozvedené",8998
Počet obyvatel k 31. 12.,Česko,Ženy,2023,77,"Ovdovělí, ovdovělé",27421
Počet obyvatel k 31. 12.,Česko,Ženy,2023,78,Celkem,49087
Počet obyvatel k 31. 12.,Česko,Ženy,2023,78,"Svobodní, svobodné",1103
Počet obyvatel k 31. 12.,Česko,Ženy,2023,78,"Ženatí, vdané",17474
Počet obyvatel k 31. 12.,Česko,Ženy,2023,78,"Rozvedení, rozvedené",6880
Počet obyvatel k 31. 12.,Česko,Ženy,2023,78,"Ovdovělí, ovdovělé",23630
Počet obyvatel k 31. 12.,Česko,Ženy,2023,79,Celkem,49530
Počet obyvatel k 31. 12.,Česko,Ženy,2023,79,"Svobodní, svobodné",1047
Počet obyvatel k 31. 12.,Česko,Ženy,2023,79,"Ženatí, vdané",16164
Počet obyvatel k 31. 12.,Česko,Ženy,2023,79,"Rozvedení, rozvedené",6527
Počet obyvatel k 31. 12.,Česko,Ženy,2023,79,"Ovdovělí, ovdovělé",25792
Počet obyvatel k 31. 12.,Česko,Ženy,2023,80,Celkem,45939
Počet obyvatel k 31. 12.,Česko,Ženy,2023,80,"Svobodní, svobodné",1052
Počet obyvatel k 31. 12.,Česko,Ženy,2023,80,"Ženatí, vdané",13730
Počet obyvatel k 31. 12.,Česko,Ženy,2023,80,"Rozvedení, rozvedené",5828
Počet obyvatel k 31. 12.,Česko,Ženy,2023,80,"Ovdovělí, ovdovělé",25329
Počet obyvatel k 31. 12.,Česko,Ženy,2023,81,Celkem,38962
Počet obyvatel k 31. 12.,Česko,Ženy,2023,81,"Svobodní, svobodné",879
Počet obyvatel k 31. 12.,Česko,Ženy,2023,81,"Ženatí, vdané",10387
Počet obyvatel k 31. 12.,Česko,Ženy,2023,81,"Rozvedení, rozvedené",4601
Počet obyvatel k 31. 12.,Česko,Ženy,2023,81,"Ovdovělí, ovdovělé",23095
Počet obyvatel k 31. 12.,Česko,Ženy,2023,82,Celkem,35529
Počet obyvatel k 31. 12.,Česko,Ženy,2023,82,"Svobodní, svobodné",714
Počet obyvatel k 31. 12.,Česko,Ženy,2023,82,"Ženatí, vdané",8387
Počet obyvatel k 31. 12.,Česko,Ženy,2023,82,"Rozvedení, rozvedené",3889
Počet obyvatel k 31. 12.,Česko,Ženy,2023,82,"Ovdovělí, ovdovělé",22539
Počet obyvatel k 31. 12.,Česko,Ženy,2023,83,Celkem,32663
Počet obyvatel k 31. 12.,Česko,Ženy,2023,83,"Svobodní, svobodné",664
Počet obyvatel k 31. 12.,Česko,Ženy,2023,83,"Ženatí, vdané",6692
Počet obyvatel k 31. 12.,Česko,Ženy,2023,83,"Rozvedení, rozvedené",3187
Počet obyvatel k 31. 12.,Česko,Ženy,2023,83,"Ovdovělí, ovdovělé",22120
Počet obyvatel k 31. 12.,Česko,Ženy,2023,84,Celkem,27332
Počet obyvatel k 31. 12.,Česko,Ženy,2023,84,"Svobodní, svobodné",535
Počet obyvatel k 31. 12.,Česko,Ženy,2023,84,"Ženatí, vdané",4802
Počet obyvatel k 31. 12.,Česko,Ženy,2023,84,"Rozvedení, rozvedené",2620
Počet obyvatel k 31. 12.,Česko,Ženy,2023,84,"Ovdovělí, ovdovělé",19375
Počet obyvatel k 31. 12.,Česko,Ženy,2023,85,Celkem,24138
Počet obyvatel k 31. 12.,Česko,Ženy,2023,85,"Svobodní, svobodné",501
Počet obyvatel k 31. 12.,Česko,Ženy,2023,85,"Ženatí, vdané",3770
Počet obyvatel k 31. 12.,Česko,Ženy,2023,85,"Rozvedení, rozvedené",2157
Počet obyvatel k 31. 12.,Česko,Ženy,2023,85,"Ovdovělí, ovdovělé",17710
Počet obyvatel k 31. 12.,Česko,Ženy,2023,86,Celkem,20717
Počet obyvatel k 31. 12.,Česko,Ženy,2023,86,"Svobodní, svobodné",332
Počet obyvatel k 31. 12.,Česko,Ženy,2023,86,"Ženatí, vdané",2577
Počet obyvatel k 31. 12.,Česko,Ženy,2023,86,"Rozvedení, rozvedené",1767
Počet obyvatel k 31. 12.,Česko,Ženy,2023,86,"Ovdovělí, ovdovělé",16041
Počet obyvatel k 31. 12.,Česko,Ženy,2023,87,Celkem,18379
Počet obyvatel k 31. 12.,Česko,Ženy,2023,87,"Svobodní, svobodné",364
Počet obyvatel k 31. 12.,Česko,Ženy,2023,87,"Ženatí, vdané",2022
Počet obyvatel k 31. 12.,Česko,Ženy,2023,87,"Rozvedení, rozvedené",1574
Počet obyvatel k 31. 12.,Česko,Ženy,2023,87,"Ovdovělí, ovdovělé",14419
Počet obyvatel k 31. 12.,Česko,Ženy,2023,88,Celkem,15954
Počet obyvatel k 31. 12.,Česko,Ženy,2023,88,"Svobodní, svobodné",286
Počet obyvatel k 31. 12.,Česko,Ženy,2023,88,"Ženatí, vdané",1433
Počet obyvatel k 31. 12.,Česko,Ženy,2023,88,"Rozvedení, rozvedené",1258
Počet obyvatel k 31. 12.,Česko,Ženy,2023,88,"Ovdovělí, ovdovělé",12977
Počet obyvatel k 31. 12.,Česko,Ženy,2023,89,Celkem,13996
Počet obyvatel k 31. 12.,Česko,Ženy,2023,89,"Svobodní, svobodné",228
Počet obyvatel k 31. 12.,Česko,Ženy,2023,89,"Ženatí, vdané",991
Počet obyvatel k 31. 12.,Česko,Ženy,2023,89,"Rozvedení, rozvedené",1135
Počet obyvatel k 31. 12.,Česko,Ženy,2023,89,"Ovdovělí, ovdovělé",11642
Počet obyvatel k 31. 12.,Česko,Ženy,2023,90,Celkem,11866
Počet obyvatel k 31. 12.,Česko,Ženy,2023,90,"Svobodní, svobodné",189
Počet obyvatel k 31. 12.,Česko,Ženy,2023,90,"Ženatí, vdané",706
Počet obyvatel k 31. 12.,Česko,Ženy,2023,90,"Rozvedení, rozvedené",934
Počet obyvatel k 31. 12.,Česko,Ženy,2023,90,"Ovdovělí, ovdovělé",10037
Počet obyvatel k 31. 12.,Česko,Ženy,2023,91,Celkem,10030
Počet obyvatel k 31. 12.,Česko,Ženy,2023,91,"Svobodní, svobodné",169
Počet obyvatel k 31. 12.,Česko,Ženy,2023,91,"Ženatí, vdané",426
Počet obyvatel k 31. 12.,Česko,Ženy,2023,91,"Rozvedení, rozvedené",771
Počet obyvatel k 31. 12.,Česko,Ženy,2023,91,"Ovdovělí, ovdovělé",8664
Počet obyvatel k 31. 12.,Česko,Ženy,2023,92,Celkem,7928
Počet obyvatel k 31. 12.,Česko,Ženy,2023,92,"Svobodní, svobodné",138
Počet obyvatel k 31. 12.,Česko,Ženy,2023,92,"Ženatí, vdané",265
Počet obyvatel k 31. 12.,Česko,Ženy,2023,92,"Rozvedení, rozvedené",604
Počet obyvatel k 31. 12.,Česko,Ženy,2023,92,"Ovdovělí, ovdovělé",6921
Počet obyvatel k 31. 12.,Česko,Ženy,2023,93,Celkem,6252
Počet obyvatel k 31. 12.,Česko,Ženy,2023,93,"Svobodní, svobodné",97
Počet obyvatel k 31. 12.,Česko,Ženy,2023,93,"Ženatí, vdané",164
Počet obyvatel k 31. 12.,Česko,Ženy,2023,93,"Rozvedení, rozvedené",436
Počet obyvatel k 31. 12.,Česko,Ženy,2023,93,"Ovdovělí, ovdovělé",5555
Počet obyvatel k 31. 12.,Česko,Ženy,2023,94,Celkem,4401
Počet obyvatel k 31. 12.,Česko,Ženy,2023,94,"Svobodní, svobodné",86
Počet obyvatel k 31. 12.,Česko,Ženy,2023,94,"Ženatí, vdané",90
Počet obyvatel k 31. 12.,Česko,Ženy,2023,94,"Rozvedení, rozvedené",328
Počet obyvatel k 31. 12.,Česko,Ženy,2023,94,"Ovdovělí, ovdovělé",3897
Počet obyvatel k 31. 12.,Česko,Ženy,2023,95,Celkem,3160
Počet obyvatel k 31. 12.,Česko,Ženy,2023,95,"Svobodní, svobodné",75
Počet obyvatel k 31. 12.,Česko,Ženy,2023,95,"Ženatí, vdané",44
Počet obyvatel k 31. 12.,Česko,Ženy,2023,95,"Rozvedení, rozvedené",224
Počet obyvatel k 31. 12.,Česko,Ženy,2023,95,"Ovdovělí, ovdovělé",2817
Počet obyvatel k 31. 12.,Česko,Ženy,2023,96,Celkem,2083
Počet obyvatel k 31. 12.,Česko,Ženy,2023,96,"Svobodní, svobodné",49
Počet obyvatel k 31. 12.,Česko,Ženy,2023,96,"Ženatí, vdané",26
Počet obyvatel k 31. 12.,Česko,Ženy,2023,96,"Rozvedení, rozvedené",151
Počet obyvatel k 31. 12.,Česko,Ženy,2023,96,"Ovdovělí, ovdovělé",1857
Počet obyvatel k 31. 12.,Česko,Ženy,2023,97,Celkem,1453
Počet obyvatel k 31. 12.,Česko,Ženy,2023,97,"Svobodní, svobodné",28
Počet obyvatel k 31. 12.,Česko,Ženy,2023,97,"Ženatí, vdané",21
Počet obyvatel k 31. 12.,Česko,Ženy,2023,97,"Rozvedení, rozvedené",95
Počet obyvatel k 31. 12.,Česko,Ženy,2023,97,"Ovdovělí, ovdovělé",1309
Počet obyvatel k 31. 12.,Česko,Ženy,2023,98,Celkem,970
Počet obyvatel k 31. 12.,Česko,Ženy,2023,98,"Svobodní, svobodné",27
Počet obyvatel k 31. 12.,Česko,Ženy,2023,98,"Ženatí, vdané",4
Počet obyvatel k 31. 12.,Česko,Ženy,2023,98,"Rozvedení, rozvedené",69
Počet obyvatel k 31. 12.,Česko,Ženy,2023,98,"Ovdovělí, ovdovělé",870
Počet obyvatel k 31. 12.,Česko,Ženy,2023,99,Celkem,603
Počet obyvatel k 31. 12.,Česko,Ženy,2023,99,"Svobodní, svobodné",23
Počet obyvatel k 31. 12.,Česko,Ženy,2023,99,"Ženatí, vdané",9
Počet obyvatel k 31. 12.,Česko,Ženy,2023,99,"Rozvedení, rozvedené",43
Počet obyvatel k 31. 12.,Česko,Ženy,2023,99,"Ovdovělí, ovdovělé",528
Počet obyvatel k 31. 12.,Česko,Ženy,2023,100 a více,Celkem,794
Počet obyvatel k 31. 12.,Česko,Ženy,2023,100 a více,"Svobodní, svobodné",31
Počet obyvatel k 31. 12.,Česko,Ženy,2023,100 a více,"Ženatí, vdané",5
Počet obyvatel k 31. 12.,Česko,Ženy,2023,100 a více,"Rozvedení, rozvedené",50
Počet obyvatel k 31. 12.,Česko,Ženy,2023,100 a více,"Ovdovělí, ovdovělé",708
