Území;Institucionální sektor ;Právní forma;Ukazatel;Odvětví ekonomické činnosti;Roky;value
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků;Kulturní, zábavní a rekreační činnosti;2013;2628.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků;Osobní služby ;2022;3483.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků;Osobní služby ;2021;3349.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků;Osobní služby ;2020;3217.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků;Osobní služby ;2019;3011.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků;Osobní služby ;2018;2787.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků;Osobní služby ;2017;2576.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků;Osobní služby ;2016;2457.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků;Osobní služby ;2015;2315.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků;Osobní služby ;2014;2216.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků;Osobní služby ;2013;2149.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Celkem;2022;24872.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Celkem;2021;26696.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Celkem;2020;23389.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Celkem;2019;25305.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Celkem;2018;26077.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Celkem;2017;25563.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Celkem;2016;24228.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Celkem;2015;20091.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Celkem;2014;19709.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Celkem;2013;18451.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Těžba a dobývání;2022;10.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Těžba a dobývání;2021;19.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Těžba a dobývání;2020;13.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Těžba a dobývání;2019;9.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Těžba a dobývání;2018;11.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Těžba a dobývání;2017;11.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Těžba a dobývání;2016;12.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Těžba a dobývání;2015;13.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Těžba a dobývání;2014;16.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Těžba a dobývání;2013;16.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zpracovatelský průmysl;2022;2503.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zpracovatelský průmysl;2021;2480.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zpracovatelský průmysl;2020;2151.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zpracovatelský průmysl;2019;2410.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zpracovatelský průmysl;2018;2436.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zpracovatelský průmysl;2017;2165.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zpracovatelský průmysl;2016;2179.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zpracovatelský průmysl;2015;1919.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zpracovatelský průmysl;2014;2018.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zpracovatelský průmysl;2013;1766.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2022;39.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2021;18.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2020;27.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2019;35.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2018;27.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2017;30.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2016;30.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2015;19.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2014;20.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2013;23.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2022;276.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2021;275.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2020;245.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2019;258.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2018;228.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2017;276.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2016;267.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2015;202.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2014;223.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2013;162.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Stavebnictví;2022;2707.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Stavebnictví;2021;2694.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Stavebnictví;2020;2433.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Stavebnictví;2019;2691.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Stavebnictví;2018;2342.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Stavebnictví;2017;2034.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Stavebnictví;2016;1896.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Stavebnictví;2015;1646.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Stavebnictví;2014;1690.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Stavebnictví;2013;1587.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2022;4904.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2021;5539.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2020;5150.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2019;5663.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2018;5768.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2017;7659.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2016;7434.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2015;6673.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2014;6600.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2013;5524.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Doprava a skladování;2022;850.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Doprava a skladování;2021;902.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Doprava a skladování;2020;792.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Doprava a skladování;2019;798.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Doprava a skladování;2018;794.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Doprava a skladování;2017;735.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Doprava a skladování;2016;588.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Doprava a skladování;2015;486.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Doprava a skladování;2014;384.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Doprava a skladování;2013;378.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2022;1232.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2021;1234.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2020;1316.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2019;1491.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2018;1456.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2017;1613.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2016;1625.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2015;949.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2014;959.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Ubytování, stravování a pohostinství;2013;986.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Informační a komunikační činnosti;2022;1412.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Informační a komunikační činnosti;2021;1506.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Informační a komunikační činnosti;2020;1496.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Informační a komunikační činnosti;2019;1482.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Informační a komunikační činnosti;2018;1392.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Informační a komunikační činnosti;2017;1326.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Informační a komunikační činnosti;2016;1174.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Informační a komunikační činnosti;2015;777.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Informační a komunikační činnosti;2014;592.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Informační a komunikační činnosti;2013;443.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Peněžní zprostředkování;2022;408.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Peněžní zprostředkování;2021;414.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Peněžní zprostředkování;2020;320.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Peněžní zprostředkování;2019;311.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Peněžní zprostředkování;2018;271.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Peněžní zprostředkování;2017;205.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Peněžní zprostředkování;2016;180.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Peněžní zprostředkování;2015;163.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Peněžní zprostředkování;2014;124.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Peněžní zprostředkování;2013;106.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2022;4724.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2021;6186.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2020;4157.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2019;3951.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2018;3466.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2017;2961.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2016;2888.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2015;2136.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2014;2119.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Činnosti v oblasti nemovitostí;2013;2427.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2022;2795.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2021;2799.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2020;2939.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2019;3730.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2018;5634.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2017;4500.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2016;4131.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2015;3524.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2014;3509.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Profesní, vědecké a technické činnosti;2013;3471.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2022;1731.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2021;1446.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2020;1066.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2019;1074.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2018;843.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2017;815.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2016;622.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2015;528.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2014;443.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Administrativní a podpůrné činnosti;2013;449.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Vzdělávání;2022;317.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Vzdělávání;2021;274.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Vzdělávání;2020;282.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Vzdělávání;2019;312.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Vzdělávání;2018;275.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Vzdělávání;2017;229.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Vzdělávání;2016;219.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Vzdělávání;2015;190.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Vzdělávání;2014;176.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Vzdělávání;2013;145.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zdravotní a sociální péče;2022;372.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zdravotní a sociální péče;2021;364.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zdravotní a sociální péče;2020;359.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zdravotní a sociální péče;2019;391.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zdravotní a sociální péče;2018;495.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zdravotní a sociální péče;2017;379.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zdravotní a sociální péče;2016;487.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zdravotní a sociální péče;2015;425.0
