Území;Institucionální sektor ;Právní forma;Ukazatel;Odvětví ekonomické činnosti;Roky;value
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Těžba a dobývání;2022;3.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Těžba a dobývání;2021;8.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Těžba a dobývání;2020;6.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Těžba a dobývání;2019;9.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Těžba a dobývání;2018;3.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Těžba a dobývání;2017;9.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Těžba a dobývání;2016;7.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Těžba a dobývání;2015;7.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Zpracovatelský průmysl;2022;1467.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Zpracovatelský průmysl;2021;1489.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Zpracovatelský průmysl;2020;1312.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Zpracovatelský průmysl;2019;1591.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Zpracovatelský průmysl;2018;1541.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Zpracovatelský průmysl;2017;1506.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Zpracovatelský průmysl;2016;1605.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Zpracovatelský průmysl;2015;1771.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2022;31.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2021;66.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2020;40.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2019;48.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2018;48.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2017;56.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2016;45.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2015;41.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2022;156.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2021;173.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2020;161.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2019;181.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2018;145.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2017;188.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2016;188.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2015;242.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Stavebnictví;2022;1701.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Stavebnictví;2021;1613.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Stavebnictví;2020;1422.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Stavebnictví;2019;1676.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Stavebnictví;2018;1565.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Stavebnictví;2017;1474.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Stavebnictví;2016;1437.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Stavebnictví;2015;1792.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2022;2662.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2021;3052.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2020;2594.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2019;3325.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2018;3378.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2017;4722.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2016;4457.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2015;5473.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Doprava a skladování;2022;592.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Doprava a skladování;2021;631.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Doprava a skladování;2020;467.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Doprava a skladování;2019;615.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Doprava a skladování;2018;588.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Doprava a skladování;2017;588.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Doprava a skladování;2016;504.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Doprava a skladování;2015;502.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2022;847.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2021;797.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2020;822.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2019;1069.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2018;1119.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2017;1309.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2016;1291.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2015;1040.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Informační a komunikační činnosti;2022;700.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Informační a komunikační činnosti;2021;673.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Informační a komunikační činnosti;2020;528.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Informační a komunikační činnosti;2019;636.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Informační a komunikační činnosti;2018;647.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Informační a komunikační činnosti;2017;674.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Informační a komunikační činnosti;2016;623.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Informační a komunikační činnosti;2015;574.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Peněžní zprostředkování;2022;99.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Peněžní zprostředkování;2021;121.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Peněžní zprostředkování;2020;85.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Peněžní zprostředkování;2019;76.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Peněžní zprostředkování;2018;105.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Peněžní zprostředkování;2017;85.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Peněžní zprostředkování;2016;118.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Peněžní zprostředkování;2015;147.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2022;3618.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2021;1591.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2020;1186.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2019;1231.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2018;1041.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2017;1065.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2016;1245.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2015;1640.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2022;1566.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2021;1681.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2020;1707.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2019;2163.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2018;2490.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2017;2409.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2016;2314.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2015;2780.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2022;885.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2021;696.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2020;569.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2019;540.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2018;507.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2017;546.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2016;462.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2015;503.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Vzdělávání;2022;142.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Vzdělávání;2021;138.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Vzdělávání;2020;126.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Vzdělávání;2019;131.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Vzdělávání;2018;148.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Vzdělávání;2017;146.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Vzdělávání;2016;152.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Vzdělávání;2015;171.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Zdravotní a sociální péče;2022;360.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Zdravotní a sociální péče;2021;378.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Zdravotní a sociální péče;2020;317.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Zdravotní a sociální péče;2019;373.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Zdravotní a sociální péče;2018;465.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Zdravotní a sociální péče;2017;370.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Zdravotní a sociální péče;2016;480.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Zdravotní a sociální péče;2015;583.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2022;130.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2021;143.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2020;128.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2019;160.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2018;154.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2017;161.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2016;142.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2015;161.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Osobní služby ;2022;158.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Osobní služby ;2021;182.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Osobní služby ;2020;215.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Osobní služby ;2019;228.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Osobní služby ;2018;304.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Osobní služby ;2017;187.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Osobní služby ;2016;208.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Osobní služby ;2015;239.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků - zaměstnavatelů (%);Celkem;2022;7.76
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků - zaměstnavatelů (%);Celkem;2021;7.07
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků - zaměstnavatelů (%);Celkem;2020;6.35
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků - zaměstnavatelů (%);Celkem;2019;7.66
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků - zaměstnavatelů (%);Celkem;2018;7.95
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků - zaměstnavatelů (%);Celkem;2017;8.84
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků - zaměstnavatelů (%);Celkem;2016;8.86
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků - zaměstnavatelů (%);Celkem;2015;10.44
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků - zaměstnavatelů (%);Těžba a dobývání;2022;1.57
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků - zaměstnavatelů (%);Těžba a dobývání;2021;3.96
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků - zaměstnavatelů (%);Těžba a dobývání;2020;3.09
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků - zaměstnavatelů (%);Těžba a dobývání;2019;4.66
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků - zaměstnavatelů (%);Těžba a dobývání;2018;1.55
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků - zaměstnavatelů (%);Těžba a dobývání;2017;4.39
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků - zaměstnavatelů (%);Těžba a dobývání;2016;3.54
