Území;Institucionální sektor ;Ukazatel;Odvětví ekonomické činnosti;Roky;value
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2019;61.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2018;63.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2017;72.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2016;71.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2015;66.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2022;174.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2021;201.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2020;187.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2019;226.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2018;185.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2017;229.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2016;226.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2015;304.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Stavebnictví;2022;2363.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Stavebnictví;2021;2253.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Stavebnictví;2020;2018.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Stavebnictví;2019;2465.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Stavebnictví;2018;2367.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Stavebnictví;2017;2388.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Stavebnictví;2016;2499.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Stavebnictví;2015;3225.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2022;3541.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2021;3996.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2020;3424.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2019;4552.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2018;4590.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2017;6411.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2016;6316.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2015;8101.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Doprava a skladování;2022;889.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Doprava a skladování;2021;957.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Doprava a skladování;2020;731.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Doprava a skladování;2019;970.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Doprava a skladování;2018;986.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Doprava a skladování;2017;1028.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Doprava a skladování;2016;1016.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Doprava a skladování;2015;1237.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2022;1498.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2021;1466.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2020;1563.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2019;2098.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2018;2169.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2017;2695.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2016;2842.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2015;3005.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Informační a komunikační činnosti;2022;738.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Informační a komunikační činnosti;2021;713.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Informační a komunikační činnosti;2020;559.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Informační a komunikační činnosti;2019;684.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Informační a komunikační činnosti;2018;697.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Informační a komunikační činnosti;2017;737.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Informační a komunikační činnosti;2016;700.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Informační a komunikační činnosti;2015;695.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Peněžní zprostředkování;2022;170.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Peněžní zprostředkování;2021;179.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Peněžní zprostředkování;2020;131.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Peněžní zprostředkování;2019;158.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Peněžní zprostředkování;2018;201.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Peněžní zprostředkování;2017;190.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Peněžní zprostředkování;2016;310.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Peněžní zprostředkování;2015;394.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2022;3677.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2021;1665.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2020;1224.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2019;1288.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2018;1124.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2017;1164.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2016;1378.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2015;1803.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2022;2015.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2021;2193.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2020;2175.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2019;2721.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2018;3058.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2017;3176.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2016;3276.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2015;4126.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2022;987.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2021;796.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2020;645.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2019;669.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2018;626.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2017;662.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2016;628.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2015;710.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Vzdělávání;2022;179.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Vzdělávání;2021;181.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Vzdělávání;2020;155.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Vzdělávání;2019;180.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Vzdělávání;2018;186.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Vzdělávání;2017;212.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Vzdělávání;2016;227.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Vzdělávání;2015;289.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Zdravotní a sociální péče;2022;545.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Zdravotní a sociální péče;2021;597.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Zdravotní a sociální péče;2020;500.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Zdravotní a sociální péče;2019;600.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Zdravotní a sociální péče;2018;696.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Zdravotní a sociální péče;2017;628.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Zdravotní a sociální péče;2016;774.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Zdravotní a sociální péče;2015;975.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2022;175.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2021;195.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2020;170.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2019;218.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2018;226.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2017;261.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2016;245.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2015;308.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Osobní služby ;2022;348.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Osobní služby ;2021;369.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Osobní služby ;2020;410.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Osobní služby ;2019;481.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Osobní služby ;2018;659.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Osobní služby ;2017;349.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Osobní služby ;2016;527.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků - zaměstnavatelů;Osobní služby ;2015;745.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Celkem;2022;7.68
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Celkem;2021;7.24
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Celkem;2020;6.41
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Celkem;2019;7.89
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Celkem;2018;8.07
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Celkem;2017;9.08
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Celkem;2016;9.36
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Celkem;2015;11.58
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Těžba a dobývání;2022;1.42
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Těžba a dobývání;2021;3.98
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Těžba a dobývání;2020;2.74
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Těžba a dobývání;2019;4.63
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Těžba a dobývání;2018;1.82
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Těžba a dobývání;2017;5.22
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Těžba a dobývání;2016;3.56
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Těžba a dobývání;2015;5.24
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Zpracovatelský průmysl;2022;5.77
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Zpracovatelský průmysl;2021;6.2
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Zpracovatelský průmysl;2020;5.25
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Zpracovatelský průmysl;2019;6.64
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Zpracovatelský průmysl;2018;6.58
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Zpracovatelský průmysl;2017;7.07
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Zpracovatelský průmysl;2016;7.33
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Zpracovatelský průmysl;2015;9.16
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2022;3.19
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2021;6.87
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2020;4.21
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2019;5.1
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2018;5.34
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2017;6.2
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2016;6.26
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2015;6.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2022;7.2
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2021;7.71
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2020;7.12
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2019;8.37
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2018;6.98
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2017;8.74
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2016;8.58
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2015;11.79
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Stavebnictví;2022;7.87
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Stavebnictví;2021;7.68
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Stavebnictví;2020;6.97
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Stavebnictví;2019;8.51
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Stavebnictví;2018;8.36
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Stavebnictví;2017;8.49
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Stavebnictví;2016;9.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);Stavebnictví;2015;11.58
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků - zaměstnavatelů (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2022;6.34
