Území;Kategorie;Čtvrtletí;Ukazatel;Rezidence;value
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2018;Počet hostů;Celkem;5485444.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2018;Počet hostů;Rezidenti;2666677.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2018;Počet hostů;Nerezidenti;2818767.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2018;Počet přenocování;Celkem;13483981.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2018;Počet přenocování;Rezidenti;6593446.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2018;Počet přenocování;Nerezidenti;6890535.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2018;Průměrný počet přenocování ;Celkem;2.4581384843
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2018;Průměrný počet přenocování ;Rezidenti;2.4725326689
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2018;Průměrný počet přenocování ;Nerezidenti;2.4445209554
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2018;Počet hostů;Celkem;3941858.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2018;Počet hostů;Rezidenti;1925233.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2018;Počet hostů;Nerezidenti;2016625.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2018;Počet přenocování;Celkem;10697416.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2018;Počet přenocování;Rezidenti;5273075.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2018;Počet přenocování;Nerezidenti;5424341.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2018;Průměrný počet přenocování ;Celkem;2.7138004464
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2018;Průměrný počet přenocování ;Rezidenti;2.7389282232
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2018;Průměrný počet přenocování ;Nerezidenti;2.6898114424
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2017;Počet hostů;Celkem;4245564.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2017;Počet hostů;Rezidenti;1848175.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2017;Počet hostů;Nerezidenti;2397389.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2017;Počet přenocování;Celkem;10472956.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2017;Počet přenocování;Rezidenti;4353633.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2017;Počet přenocování;Nerezidenti;6119323.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2017;Průměrný počet přenocování ;Celkem;2.4667996996
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2017;Průměrný počet přenocování ;Rezidenti;2.3556389411
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2017;Průměrný počet přenocování ;Nerezidenti;2.5524948183
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2017;Počet hostů;Celkem;6961294.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2017;Počet hostů;Rezidenti;3793805.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2017;Počet hostů;Nerezidenti;3167489.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2017;Počet přenocování;Celkem;19785217.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2017;Počet přenocování;Rezidenti;11598720.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2017;Počet přenocování;Nerezidenti;8186497.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2017;Průměrný počet přenocování ;Celkem;2.8421751761
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2017;Průměrný počet přenocování ;Rezidenti;3.057278906
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2017;Průměrný počet přenocování ;Nerezidenti;2.5845384151
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2017;Počet hostů;Celkem;5228012.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2017;Počet hostů;Rezidenti;2440185.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2017;Počet hostů;Nerezidenti;2787827.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2017;Počet přenocování;Celkem;13114830.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2017;Počet přenocování;Rezidenti;6121193.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2017;Počet přenocování;Nerezidenti;6993637.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2017;Průměrný počet přenocování ;Celkem;2.5085692229
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2017;Průměrný počet přenocování ;Rezidenti;2.5084954624
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2017;Průměrný počet přenocování ;Nerezidenti;2.5086337854
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2017;Počet hostů;Celkem;3565691.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2017;Počet hostů;Rezidenti;1757928.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2017;Počet hostů;Nerezidenti;1807763.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2017;Počet přenocování;Celkem;9846392.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2017;Počet přenocování;Rezidenti;4888836.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2017;Počet přenocování;Nerezidenti;4957556.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2017;Průměrný počet přenocování ;Celkem;2.7614260462
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2017;Průměrný počet přenocování ;Rezidenti;2.7810217483
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2017;Průměrný počet přenocování ;Nerezidenti;2.742370543
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2016;Počet hostů;Celkem;3940576.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2016;Počet hostů;Rezidenti;1718823.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2016;Počet hostů;Nerezidenti;2221753.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2016;Počet přenocování;Celkem;9866176.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2016;Počet přenocování;Rezidenti;4171419.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2016;Počet přenocování;Nerezidenti;5694757.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2016;Průměrný počet přenocování ;Celkem;2.5037395548
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2016;Průměrný počet přenocování ;Rezidenti;2.4269043409
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2016;Průměrný počet přenocování ;Nerezidenti;2.5631818659
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2016;Počet hostů;Celkem;6616273.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2016;Počet hostů;Rezidenti;3618765.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2016;Počet hostů;Nerezidenti;2997508.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2016;Počet přenocování;Celkem;19046230.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2016;Počet přenocování;Rezidenti;11230552.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2016;Počet přenocování;Nerezidenti;7815678.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2016;Průměrný počet přenocování ;Celkem;2.8786946972
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2016;Průměrný počet přenocování ;Rezidenti;3.1034211948
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2016;Průměrný počet přenocování ;Nerezidenti;2.6073918735
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2016;Počet hostů;Celkem;4585326.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2016;Počet hostů;Rezidenti;2156246.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2016;Počet hostů;Nerezidenti;2429080.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2016;Počet přenocování;Celkem;11641047.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2016;Počet přenocování;Rezidenti;5548658.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2016;Počet přenocování;Nerezidenti;6092389.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2016;Průměrný počet přenocování ;Celkem;2.538761039
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2016;Průměrný počet přenocování ;Rezidenti;2.5732954403
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2016;Průměrný počet přenocování ;Nerezidenti;2.5081055379
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2016;Počet hostů;Celkem;3246678.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2016;Počet hostů;Rezidenti;1573579.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2016;Počet hostů;Nerezidenti;1673099.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2016;Počet přenocování;Celkem;9143504.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2016;Počet přenocování;Rezidenti;4478179.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2016;Počet přenocování;Nerezidenti;4665325.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2016;Průměrný počet přenocování ;Celkem;2.8162645017
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2016;Průměrný počet přenocování ;Rezidenti;2.8458558484
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2016;Průměrný počet přenocování ;Nerezidenti;2.7884333204
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2015;Počet hostů;Celkem;3587802.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2015;Počet hostů;Rezidenti;1580720.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2015;Počet hostů;Nerezidenti;2007082.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2015;Počet přenocování;Celkem;9077236.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2015;Počet přenocování;Rezidenti;3843888.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2015;Počet přenocování;Nerezidenti;5233348.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2015;Průměrný počet přenocování ;Celkem;2.5300270193
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2015;Průměrný počet přenocování ;Rezidenti;2.4317323751
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2015;Průměrný počet přenocování ;Nerezidenti;2.6074410512
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2015;Počet hostů;Celkem;6181248.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2015;Počet hostů;Rezidenti;3355088.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2015;Počet hostů;Nerezidenti;2826160.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2015;Počet přenocování;Celkem;18053646.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2015;Počet přenocování;Rezidenti;10432688.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2015;Počet přenocování;Nerezidenti;7620958.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2015;Průměrný počet přenocování ;Celkem;2.920712128
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2015;Průměrný počet přenocování ;Rezidenti;3.1095124778
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2015;Průměrný počet přenocování ;Nerezidenti;2.6965769808
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2015;Počet hostů;Celkem;4447245.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2015;Počet hostů;Rezidenti;2064109.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2015;Počet hostů;Nerezidenti;2383136.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2015;Počet přenocování;Celkem;11513872.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2015;Počet přenocování;Rezidenti;5326666.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2015;Počet přenocování;Nerezidenti;6187206.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2015;Průměrný počet přenocování ;Celkem;2.5889898128
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2015;Průměrný počet přenocování ;Rezidenti;2.5806127486
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2015;Průměrný počet přenocování ;Nerezidenti;2.5962454514
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2015;Počet hostů;Celkem;2979255.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2015;Počet hostů;Rezidenti;1488720.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2015;Počet hostů;Nerezidenti;1490535.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2015;Počet přenocování;Celkem;8449152.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2015;Počet přenocování;Rezidenti;4204149.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2015;Počet přenocování;Nerezidenti;4245003.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2015;Průměrný počet přenocování ;Celkem;2.8359949048
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2015;Průměrný počet přenocování ;Rezidenti;2.8240024988
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2015;Průměrný počet přenocování ;Nerezidenti;2.8479727078
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2014;Počet hostů;Celkem;3335334.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2014;Počet hostů;Rezidenti;1429271.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2014;Počet hostů;Nerezidenti;1906063.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2014;Počet přenocování;Celkem;8509252.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2014;Počet přenocování;Rezidenti;3431059.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2014;Počet přenocování;Nerezidenti;5078193.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2014;Průměrný počet přenocování ;Celkem;2.5512443431
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2014;Průměrný počet přenocování ;Rezidenti;2.400565743
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2014;Průměrný počet přenocování ;Nerezidenti;2.6642314551
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2014;Počet hostů;Celkem;5457273.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2014;Počet hostů;Rezidenti;2868305.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2014;Počet hostů;Nerezidenti;2588968.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2014;Počet přenocování;Celkem;15956803.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2014;Počet přenocování;Rezidenti;8942550.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2014;Počet přenocování;Nerezidenti;7014253.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2014;Průměrný počet přenocování ;Celkem;2.9239517613
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2014;Průměrný počet přenocování ;Rezidenti;3.1177123772
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2014;Průměrný počet přenocování ;Nerezidenti;2.7092853214
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2014;Počet hostů;Celkem;4068654.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2014;Počet hostů;Rezidenti;1855962.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2014;Počet hostů;Nerezidenti;2212692.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2014;Počet přenocování;Celkem;10634084.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2014;Počet přenocování;Rezidenti;4760953.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2014;Počet přenocování;Nerezidenti;5873131.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2014;Průměrný počet přenocování ;Celkem;2.6136614222
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2014;Průměrný počet přenocování ;Rezidenti;2.5652211629
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2014;Průměrný počet přenocování ;Nerezidenti;2.6542921473
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2014;Počet hostů;Celkem;2725815.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2014;Počet hostů;Rezidenti;1337653.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2014;Počet hostů;Nerezidenti;1388162.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2014;Počet přenocování;Celkem;7846790.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2014;Počet přenocování;Rezidenti;3702255.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2014;Počet přenocování;Nerezidenti;4144535.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2014;Průměrný počet přenocování ;Celkem;2.8786949958
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2014;Průměrný počet přenocování ;Rezidenti;2.7677245145
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2014;Průměrný počet přenocování ;Nerezidenti;2.9856277581
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2013;Počet hostů;Celkem;3233158.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2013;Počet hostů;Rezidenti;1413469.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2013;Počet hostů;Nerezidenti;1819689.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2013;Počet přenocování;Celkem;8275355.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2013;Počet přenocování;Rezidenti;3248733.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2013;Počet přenocování;Nerezidenti;5026622.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2013;Průměrný počet přenocování ;Celkem;2.5595269393
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2013;Průměrný počet přenocování ;Rezidenti;2.2984112138
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2013;Průměrný počet přenocování ;Nerezidenti;2.7623522481
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2013;Počet hostů;Celkem;5342897.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2013;Počet hostů;Rezidenti;2843894.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2013;Počet hostů;Nerezidenti;2499003.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2013;Počet přenocování;Celkem;15974423.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2013;Počet přenocování;Rezidenti;9036041.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2013;Počet přenocování;Nerezidenti;6938382.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2013;Průměrný počet přenocování ;Celkem;2.9898429635
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2013;Průměrný počet přenocování ;Rezidenti;3.1773480306
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2013;Průměrný počet přenocování ;Nerezidenti;2.7764600523
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2013;Počet hostů;Celkem;3934777.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2013;Počet hostů;Rezidenti;1802758.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2013;Počet hostů;Nerezidenti;2132019.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2013;Počet přenocování;Celkem;10460378.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2013;Počet přenocování;Rezidenti;4611383.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2013;Počet přenocování;Nerezidenti;5848995.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2013;Průměrný počet přenocování ;Celkem;2.6584423971
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2013;Průměrný počet přenocování ;Rezidenti;2.5579600812
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2013;Průměrný počet přenocování ;Nerezidenti;2.7434066019
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2013;Počet hostů;Celkem;2896839.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2013;Počet hostů;Rezidenti;1495685.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2013;Počet hostů;Nerezidenti;1401154.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2013;Počet přenocování;Celkem;8598123.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2013;Počet přenocování;Rezidenti;4267226.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2013;Počet přenocování;Nerezidenti;4330897.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2013;Průměrný počet přenocování ;Celkem;2.9681052347
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2013;Průměrný počet přenocování ;Rezidenti;2.8530245339
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2013;Průměrný počet přenocování ;Nerezidenti;3.0909500312
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2012;Počet hostů;Celkem;3124308.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2012;Počet hostů;Rezidenti;1397890.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2012;Počet hostů;Nerezidenti;1726418.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2012;Počet přenocování;Celkem;8162520.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2012;Počet přenocování;Rezidenti;3302380.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2012;Počet přenocování;Nerezidenti;4860140.0
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2012;Průměrný počet přenocování ;Celkem;2.6125849308
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2012;Průměrný počet přenocování ;Rezidenti;2.3624033365
Česko;Hromadná ubytovací zařízení celkem;4. čtvrtletí 2012;Průměrný počet přenocování ;Nerezidenti;2.815158322
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2012;Počet hostů;Celkem;5202890.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2012;Počet hostů;Rezidenti;2759343.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2012;Počet hostů;Nerezidenti;2443547.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2012;Počet přenocování;Celkem;16016949.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2012;Počet přenocování;Rezidenti;9110203.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2012;Počet přenocování;Nerezidenti;6906746.0
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2012;Průměrný počet přenocování ;Celkem;3.0784715802
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2012;Průměrný počet přenocování ;Rezidenti;3.301584109
Česko;Hromadná ubytovací zařízení celkem;3. čtvrtletí 2012;Průměrný počet přenocování ;Nerezidenti;2.82652472
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2012;Počet hostů;Celkem;3938565.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2012;Počet hostů;Rezidenti;1828051.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2012;Počet hostů;Nerezidenti;2110514.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2012;Počet přenocování;Celkem;10693871.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2012;Počet přenocování;Rezidenti;4840796.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2012;Počet přenocování;Nerezidenti;5853075.0
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2012;Průměrný počet přenocování ;Celkem;2.7151693574
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2012;Průměrný počet přenocování ;Rezidenti;2.6480639763
Česko;Hromadná ubytovací zařízení celkem;2. čtvrtletí 2012;Průměrný počet přenocování ;Nerezidenti;2.7732936147
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2012;Počet hostů;Celkem;2833054.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2012;Počet hostů;Rezidenti;1466489.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2012;Počet hostů;Nerezidenti;1366565.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2012;Počet přenocování;Celkem;8405117.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2012;Počet přenocování;Rezidenti;4231093.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2012;Počet přenocování;Nerezidenti;4174024.0
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2012;Průměrný počet přenocování ;Celkem;2.9668043744
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2012;Průměrný počet přenocování ;Rezidenti;2.8851856373
Česko;Hromadná ubytovací zařízení celkem;1. čtvrtletí 2012;Průměrný počet přenocování ;Nerezidenti;3.0543911193
