Ukazatel;Území;Pohlaví;Roky;Věk (roky);Rodinný stav;value
Počet obyvatel k 31. 12.;Česko;Celkem;2024;61;Ovdovělí, ovdovělé;7579
Počet obyvatel k 31. 12.;Česko;Celkem;2024;62;Celkem;122155
Počet obyvatel k 31. 12.;Česko;Celkem;2024;62;Svobodní, svobodné;8799
Počet obyvatel k 31. 12.;Česko;Celkem;2024;62;Ženatí, vdané;74778
Počet obyvatel k 31. 12.;Česko;Celkem;2024;62;Rozvedení, rozvedené;30837
Počet obyvatel k 31. 12.;Česko;Celkem;2024;62;Ovdovělí, ovdovělé;7741
Počet obyvatel k 31. 12.;Česko;Celkem;2024;64;Celkem;114471
Počet obyvatel k 31. 12.;Česko;Celkem;2024;64;Svobodní, svobodné;7590
Počet obyvatel k 31. 12.;Česko;Celkem;2024;64;Ženatí, vdané;70662
Počet obyvatel k 31. 12.;Česko;Celkem;2024;64;Rozvedení, rozvedené;26954
Počet obyvatel k 31. 12.;Česko;Celkem;2024;64;Ovdovělí, ovdovělé;9265
Počet obyvatel k 31. 12.;Česko;Celkem;2024;65;Celkem;111971
Počet obyvatel k 31. 12.;Česko;Celkem;2024;65;Svobodní, svobodné;6876
Počet obyvatel k 31. 12.;Česko;Celkem;2024;65;Ženatí, vdané;69363
Počet obyvatel k 31. 12.;Česko;Celkem;2024;65;Rozvedení, rozvedené;25614
Počet obyvatel k 31. 12.;Česko;Celkem;2024;65;Ovdovělí, ovdovělé;10118
Počet obyvatel k 31. 12.;Česko;Celkem;2024;66;Celkem;119371
Počet obyvatel k 31. 12.;Česko;Celkem;2024;66;Svobodní, svobodné;6918
Počet obyvatel k 31. 12.;Česko;Celkem;2024;66;Ženatí, vdané;73985
Počet obyvatel k 31. 12.;Česko;Celkem;2024;66;Rozvedení, rozvedené;26218
Počet obyvatel k 31. 12.;Česko;Celkem;2024;66;Ovdovělí, ovdovělé;12250
Počet obyvatel k 31. 12.;Česko;Celkem;2024;67;Celkem;125882
Počet obyvatel k 31. 12.;Česko;Celkem;2024;67;Svobodní, svobodné;6756
Počet obyvatel k 31. 12.;Česko;Celkem;2024;67;Ženatí, vdané;77958
Počet obyvatel k 31. 12.;Česko;Celkem;2024;67;Rozvedení, rozvedené;26812
Počet obyvatel k 31. 12.;Česko;Celkem;2024;67;Ovdovělí, ovdovělé;14356
Počet obyvatel k 31. 12.;Česko;Celkem;2024;68;Celkem;128741
Počet obyvatel k 31. 12.;Česko;Celkem;2024;68;Svobodní, svobodné;6522
Počet obyvatel k 31. 12.;Česko;Celkem;2024;68;Ženatí, vdané;79639
Počet obyvatel k 31. 12.;Česko;Celkem;2024;68;Rozvedení, rozvedené;26141
Počet obyvatel k 31. 12.;Česko;Celkem;2024;68;Ovdovělí, ovdovělé;16439
Počet obyvatel k 31. 12.;Česko;Celkem;2024;69;Celkem;127568
Počet obyvatel k 31. 12.;Česko;Celkem;2024;69;Svobodní, svobodné;6109
Počet obyvatel k 31. 12.;Česko;Celkem;2024;69;Ženatí, vdané;78236
Počet obyvatel k 31. 12.;Česko;Celkem;2024;69;Rozvedení, rozvedené;25131
Počet obyvatel k 31. 12.;Česko;Celkem;2024;69;Ovdovělí, ovdovělé;18092
Počet obyvatel k 31. 12.;Česko;Celkem;2024;70;Celkem;126368
Počet obyvatel k 31. 12.;Česko;Celkem;2024;70;Svobodní, svobodné;5601
Počet obyvatel k 31. 12.;Česko;Celkem;2024;70;Ženatí, vdané;76677
Počet obyvatel k 31. 12.;Česko;Celkem;2024;70;Rozvedení, rozvedené;24115
Počet obyvatel k 31. 12.;Česko;Celkem;2024;70;Ovdovělí, ovdovělé;19975
Počet obyvatel k 31. 12.;Česko;Celkem;2024;71;Celkem;124757
Počet obyvatel k 31. 12.;Česko;Celkem;2024;71;Svobodní, svobodné;5041
Počet obyvatel k 31. 12.;Česko;Celkem;2024;71;Ženatí, vdané;74662
Počet obyvatel k 31. 12.;Česko;Celkem;2024;71;Rozvedení, rozvedené;22997
Počet obyvatel k 31. 12.;Česko;Celkem;2024;71;Ovdovělí, ovdovělé;22057
Počet obyvatel k 31. 12.;Česko;Celkem;2024;72;Celkem;124181
Počet obyvatel k 31. 12.;Česko;Celkem;2024;72;Svobodní, svobodné;4783
Počet obyvatel k 31. 12.;Česko;Celkem;2024;72;Ženatí, vdané;73486
Počet obyvatel k 31. 12.;Česko;Celkem;2024;72;Rozvedení, rozvedené;21671
Počet obyvatel k 31. 12.;Česko;Celkem;2024;72;Ovdovělí, ovdovělé;24241
Počet obyvatel k 31. 12.;Česko;Celkem;2024;73;Celkem;121680
Počet obyvatel k 31. 12.;Česko;Celkem;2024;73;Svobodní, svobodné;4356
Počet obyvatel k 31. 12.;Česko;Celkem;2024;73;Ženatí, vdané;70936
Počet obyvatel k 31. 12.;Česko;Celkem;2024;73;Rozvedení, rozvedené;20472
Počet obyvatel k 31. 12.;Česko;Celkem;2024;73;Ovdovělí, ovdovělé;25916
Počet obyvatel k 31. 12.;Česko;Celkem;2024;74;Celkem;116441
Počet obyvatel k 31. 12.;Česko;Celkem;2024;74;Svobodní, svobodné;3911
Počet obyvatel k 31. 12.;Česko;Celkem;2024;74;Ženatí, vdané;66388
Počet obyvatel k 31. 12.;Česko;Celkem;2024;74;Rozvedení, rozvedené;18546
Počet obyvatel k 31. 12.;Česko;Celkem;2024;74;Ovdovělí, ovdovělé;27596
Počet obyvatel k 31. 12.;Česko;Celkem;2024;75;Celkem;110229
Počet obyvatel k 31. 12.;Česko;Celkem;2024;75;Svobodní, svobodné;3555
Počet obyvatel k 31. 12.;Česko;Celkem;2024;75;Ženatí, vdané;61430
Počet obyvatel k 31. 12.;Česko;Celkem;2024;75;Rozvedení, rozvedené;16686
Počet obyvatel k 31. 12.;Česko;Celkem;2024;75;Ovdovělí, ovdovělé;28558
Počet obyvatel k 31. 12.;Česko;Celkem;2024;79;Celkem;77715
Počet obyvatel k 31. 12.;Česko;Celkem;2024;79;Svobodní, svobodné;1918
Počet obyvatel k 31. 12.;Česko;Celkem;2024;79;Ženatí, vdané;37375
Počet obyvatel k 31. 12.;Česko;Celkem;2024;79;Rozvedení, rozvedené;9741
Počet obyvatel k 31. 12.;Česko;Celkem;2024;79;Ovdovělí, ovdovělé;28681
Počet obyvatel k 31. 12.;Česko;Celkem;2024;76;Celkem;109785
Počet obyvatel k 31. 12.;Česko;Celkem;2024;76;Svobodní, svobodné;3315
Počet obyvatel k 31. 12.;Česko;Celkem;2024;76;Ženatí, vdané;59601
Počet obyvatel k 31. 12.;Česko;Celkem;2024;76;Rozvedení, rozvedené;15812
Počet obyvatel k 31. 12.;Česko;Celkem;2024;76;Ovdovělí, ovdovělé;31057
Počet obyvatel k 31. 12.;Česko;Celkem;2024;77;Celkem;110043
Počet obyvatel k 31. 12.;Česko;Celkem;2024;77;Svobodní, svobodné;3151
Počet obyvatel k 31. 12.;Česko;Celkem;2024;77;Ženatí, vdané;57834
Počet obyvatel k 31. 12.;Česko;Celkem;2024;77;Rozvedení, rozvedené;15072
Počet obyvatel k 31. 12.;Česko;Celkem;2024;77;Ovdovělí, ovdovělé;33986
Počet obyvatel k 31. 12.;Česko;Celkem;2024;78;Celkem;101353
Počet obyvatel k 31. 12.;Česko;Celkem;2024;78;Svobodní, svobodné;2655
Počet obyvatel k 31. 12.;Česko;Celkem;2024;78;Ženatí, vdané;51589
Počet obyvatel k 31. 12.;Česko;Celkem;2024;78;Rozvedení, rozvedené;13179
Počet obyvatel k 31. 12.;Česko;Celkem;2024;78;Ovdovělí, ovdovělé;33930
Počet obyvatel k 31. 12.;Česko;Celkem;2024;80;Celkem;77496
Počet obyvatel k 31. 12.;Česko;Celkem;2024;80;Svobodní, svobodné;1776
Počet obyvatel k 31. 12.;Česko;Celkem;2024;80;Ženatí, vdané;35511
Počet obyvatel k 31. 12.;Česko;Celkem;2024;80;Rozvedení, rozvedené;9081
Počet obyvatel k 31. 12.;Česko;Celkem;2024;80;Ovdovělí, ovdovělé;31128
Počet obyvatel k 31. 12.;Česko;Celkem;2024;81;Celkem;70876
Počet obyvatel k 31. 12.;Česko;Celkem;2024;81;Svobodní, svobodné;1656
Počet obyvatel k 31. 12.;Česko;Celkem;2024;81;Ženatí, vdané;30951
Počet obyvatel k 31. 12.;Česko;Celkem;2024;81;Rozvedení, rozvedené;7961
Počet obyvatel k 31. 12.;Česko;Celkem;2024;81;Ovdovělí, ovdovělé;30308
Počet obyvatel k 31. 12.;Česko;Celkem;2024;82;Celkem;59194
Počet obyvatel k 31. 12.;Česko;Celkem;2024;82;Svobodní, svobodné;1326
Počet obyvatel k 31. 12.;Česko;Celkem;2024;82;Ženatí, vdané;24193
Počet obyvatel k 31. 12.;Česko;Celkem;2024;82;Rozvedení, rozvedené;6228
Počet obyvatel k 31. 12.;Česko;Celkem;2024;82;Ovdovělí, ovdovělé;27447
Počet obyvatel k 31. 12.;Česko;Celkem;2024;83;Celkem;52623
Počet obyvatel k 31. 12.;Česko;Celkem;2024;83;Svobodní, svobodné;1093
Počet obyvatel k 31. 12.;Česko;Celkem;2024;83;Ženatí, vdané;20021
Počet obyvatel k 31. 12.;Česko;Celkem;2024;83;Rozvedení, rozvedené;5091
Počet obyvatel k 31. 12.;Česko;Celkem;2024;83;Ovdovělí, ovdovělé;26418
Počet obyvatel k 31. 12.;Česko;Celkem;2024;84;Celkem;47673
Počet obyvatel k 31. 12.;Česko;Celkem;2024;84;Svobodní, svobodné;938
Počet obyvatel k 31. 12.;Česko;Celkem;2024;84;Ženatí, vdané;16754
Počet obyvatel k 31. 12.;Česko;Celkem;2024;84;Rozvedení, rozvedené;4143
Počet obyvatel k 31. 12.;Česko;Celkem;2024;84;Ovdovělí, ovdovělé;25838
Počet obyvatel k 31. 12.;Česko;Celkem;2024;85;Celkem;38459
Počet obyvatel k 31. 12.;Česko;Celkem;2024;85;Svobodní, svobodné;708
Počet obyvatel k 31. 12.;Česko;Celkem;2024;85;Ženatí, vdané;12244
Počet obyvatel k 31. 12.;Česko;Celkem;2024;85;Rozvedení, rozvedené;3319
Počet obyvatel k 31. 12.;Česko;Celkem;2024;85;Ovdovělí, ovdovělé;22188
Počet obyvatel k 31. 12.;Česko;Celkem;2024;86;Celkem;33117
Počet obyvatel k 31. 12.;Česko;Celkem;2024;86;Svobodní, svobodné;657
Počet obyvatel k 31. 12.;Česko;Celkem;2024;86;Ženatí, vdané;9828
Počet obyvatel k 31. 12.;Česko;Celkem;2024;86;Rozvedení, rozvedené;2584
Počet obyvatel k 31. 12.;Česko;Celkem;2024;86;Ovdovělí, ovdovělé;20048
Počet obyvatel k 31. 12.;Česko;Celkem;2024;87;Celkem;27686
Počet obyvatel k 31. 12.;Česko;Celkem;2024;87;Svobodní, svobodné;426
Počet obyvatel k 31. 12.;Česko;Celkem;2024;87;Ženatí, vdané;7272
Počet obyvatel k 31. 12.;Česko;Celkem;2024;87;Rozvedení, rozvedené;2091
Počet obyvatel k 31. 12.;Česko;Celkem;2024;87;Ovdovělí, ovdovělé;17897
Počet obyvatel k 31. 12.;Česko;Celkem;2024;88;Celkem;23724
Počet obyvatel k 31. 12.;Česko;Celkem;2024;88;Svobodní, svobodné;464
Počet obyvatel k 31. 12.;Česko;Celkem;2024;88;Ženatí, vdané;5762
Počet obyvatel k 31. 12.;Česko;Celkem;2024;88;Rozvedení, rozvedené;1758
Počet obyvatel k 31. 12.;Česko;Celkem;2024;88;Ovdovělí, ovdovělé;15740
Počet obyvatel k 31. 12.;Česko;Celkem;2024;89;Celkem;19954
Počet obyvatel k 31. 12.;Česko;Celkem;2024;89;Svobodní, svobodné;342
Počet obyvatel k 31. 12.;Česko;Celkem;2024;89;Ženatí, vdané;4393
Počet obyvatel k 31. 12.;Česko;Celkem;2024;89;Rozvedení, rozvedené;1389
Počet obyvatel k 31. 12.;Česko;Celkem;2024;89;Ovdovělí, ovdovělé;13830
Počet obyvatel k 31. 12.;Česko;Celkem;2024;90;Celkem;16838
Počet obyvatel k 31. 12.;Česko;Celkem;2024;90;Svobodní, svobodné;244
Počet obyvatel k 31. 12.;Česko;Celkem;2024;90;Ženatí, vdané;3164
Počet obyvatel k 31. 12.;Česko;Celkem;2024;90;Rozvedení, rozvedené;1204
Počet obyvatel k 31. 12.;Česko;Celkem;2024;90;Ovdovělí, ovdovělé;12226
Počet obyvatel k 31. 12.;Česko;Celkem;2024;91;Celkem;13830
Počet obyvatel k 31. 12.;Česko;Celkem;2024;91;Svobodní, svobodné;213
Počet obyvatel k 31. 12.;Česko;Celkem;2024;91;Ženatí, vdané;2353
Počet obyvatel k 31. 12.;Česko;Celkem;2024;91;Rozvedení, rozvedené;932
Počet obyvatel k 31. 12.;Česko;Celkem;2024;91;Ovdovělí, ovdovělé;10332
Počet obyvatel k 31. 12.;Česko;Celkem;2024;92;Celkem;11273
Počet obyvatel k 31. 12.;Česko;Celkem;2024;92;Svobodní, svobodné;180
Počet obyvatel k 31. 12.;Česko;Celkem;2024;92;Ženatí, vdané;1645
Počet obyvatel k 31. 12.;Česko;Celkem;2024;92;Rozvedení, rozvedené;763
Počet obyvatel k 31. 12.;Česko;Celkem;2024;92;Ovdovělí, ovdovělé;8685
Počet obyvatel k 31. 12.;Česko;Celkem;2024;93;Celkem;8536
Počet obyvatel k 31. 12.;Česko;Celkem;2024;93;Svobodní, svobodné;133
Počet obyvatel k 31. 12.;Česko;Celkem;2024;93;Ženatí, vdané;1102
Počet obyvatel k 31. 12.;Česko;Celkem;2024;93;Rozvedení, rozvedené;569
Počet obyvatel k 31. 12.;Česko;Celkem;2024;93;Ovdovělí, ovdovělé;6732
Počet obyvatel k 31. 12.;Česko;Celkem;2024;94;Celkem;6454
Počet obyvatel k 31. 12.;Česko;Celkem;2024;94;Svobodní, svobodné;104
Počet obyvatel k 31. 12.;Česko;Celkem;2024;94;Ženatí, vdané;681
Počet obyvatel k 31. 12.;Česko;Celkem;2024;94;Rozvedení, rozvedené;398
Počet obyvatel k 31. 12.;Česko;Celkem;2024;94;Ovdovělí, ovdovělé;5271
Počet obyvatel k 31. 12.;Česko;Celkem;2024;95;Celkem;4229
Počet obyvatel k 31. 12.;Česko;Celkem;2024;95;Svobodní, svobodné;79
Počet obyvatel k 31. 12.;Česko;Celkem;2024;95;Ženatí, vdané;342
Počet obyvatel k 31. 12.;Česko;Celkem;2024;95;Rozvedení, rozvedené;271
Počet obyvatel k 31. 12.;Česko;Celkem;2024;95;Ovdovělí, ovdovělé;3537
Počet obyvatel k 31. 12.;Česko;Celkem;2024;96;Celkem;2965
Počet obyvatel k 31. 12.;Česko;Celkem;2024;96;Svobodní, svobodné;74
Počet obyvatel k 31. 12.;Česko;Celkem;2024;96;Ženatí, vdané;222
Počet obyvatel k 31. 12.;Česko;Celkem;2024;96;Rozvedení, rozvedené;180
Počet obyvatel k 31. 12.;Česko;Celkem;2024;96;Ovdovělí, ovdovělé;2489
Počet obyvatel k 31. 12.;Česko;Celkem;2024;97;Celkem;1864
Počet obyvatel k 31. 12.;Česko;Celkem;2024;97;Svobodní, svobodné;43
Počet obyvatel k 31. 12.;Česko;Celkem;2024;97;Ženatí, vdané;108
Počet obyvatel k 31. 12.;Česko;Celkem;2024;97;Rozvedení, rozvedené;120
Počet obyvatel k 31. 12.;Česko;Celkem;2024;97;Ovdovělí, ovdovělé;1593
Počet obyvatel k 31. 12.;Česko;Celkem;2024;98;Celkem;1241
Počet obyvatel k 31. 12.;Česko;Celkem;2024;98;Svobodní, svobodné;24
Počet obyvatel k 31. 12.;Česko;Celkem;2024;98;Ženatí, vdané;62
Počet obyvatel k 31. 12.;Česko;Celkem;2024;98;Rozvedení, rozvedené;65
Počet obyvatel k 31. 12.;Česko;Celkem;2024;98;Ovdovělí, ovdovělé;1090
Počet obyvatel k 31. 12.;Česko;Celkem;2024;99;Celkem;793
Počet obyvatel k 31. 12.;Česko;Celkem;2024;99;Svobodní, svobodné;24
Počet obyvatel k 31. 12.;Česko;Celkem;2024;99;Ženatí, vdané;31
Počet obyvatel k 31. 12.;Česko;Celkem;2024;99;Rozvedení, rozvedené;47
Počet obyvatel k 31. 12.;Česko;Celkem;2024;99;Ovdovělí, ovdovělé;691
Počet obyvatel k 31. 12.;Česko;Celkem;2024;100 a více;Celkem;977
Počet obyvatel k 31. 12.;Česko;Celkem;2024;100 a více;Svobodní, svobodné;31
Počet obyvatel k 31. 12.;Česko;Celkem;2024;100 a více;Ženatí, vdané;34
Počet obyvatel k 31. 12.;Česko;Celkem;2024;100 a více;Rozvedení, rozvedené;61
Počet obyvatel k 31. 12.;Česko;Celkem;2024;100 a více;Ovdovělí, ovdovělé;851
