Kraje;Ukazatel;Roky;value
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2056;13.0180199042
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2057;12.9210373998
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2058;12.8123035276
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2059;12.6953229643
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2060;12.5738021326
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2061;12.4514287912
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2062;12.3315598684
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2063;12.2171345707
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2064;12.1107498267
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2065;12.0147126034
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2066;11.9309477992
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2067;11.8617833304
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2068;11.8083299757
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2069;11.7712520773
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2070;11.7506457282
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2071;11.7459023483
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2072;11.7556769383
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2073;11.7780548196
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2074;11.8107019379
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2075;11.8509588226
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2076;11.8960049427
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2077;11.9431142316
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2078;11.9898390027
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2079;12.0339965784
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2080;12.0736623286
Hlavní město Praha;Podíl obyvatel ve věku 0 - 14 let (%);2081;12.1072222483
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2025;66.2055508927
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2026;66.6346854996
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2027;66.9768800425
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2028;67.2849914809
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2029;67.5160572099
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2030;67.7279735007
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2031;67.989564463
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2032;68.2984316761
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2033;68.5880792559
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2034;68.8663803313
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2035;69.0626622472
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2036;69.1464135332
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2037;69.2654225932
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2038;69.1975103508
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2039;68.9162946806
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2040;68.4484556544
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2041;67.9778157981
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2042;67.5130089004
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2043;67.0423217711
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2044;66.5773865172
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2045;66.1434379958
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2046;65.847555227
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2047;65.597231794
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2048;65.3499678652
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2049;65.1338945479
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2050;64.9165608829
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2051;64.6987797352
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2052;64.4934247119
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2053;64.3252952809
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2054;64.152901441
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2055;64.0328781179
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2056;63.9079326096
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2057;63.7937651566
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2058;63.7337715827
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2059;63.676892766
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2060;63.6810086485
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2061;63.7190687565
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2062;63.7782507687
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2063;63.8206555855
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2064;63.8741836668
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2065;63.907473089
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2066;63.8941603366
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2067;63.8479925325
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2068;63.7653241928
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2069;63.6250573333
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2070;63.4303232864
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2071;63.2029980741
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2072;62.9653760273
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2073;62.7133270575
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2074;62.4142433121
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2075;62.1100816462
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2076;61.8054142832
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2077;61.5391981785
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2078;61.2637647807
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2079;61.0166988526
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2080;60.7605656555
Hlavní město Praha;Podíl obyvatel ve věku 15 - 64 let (%);2081;60.5091746437
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2025;18.4658508846
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2026;18.511422565
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2027;18.564116171
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2028;18.6384212177
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2029;18.6971938686
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2030;18.7758326759
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2031;18.7854786703
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2032;18.728580306
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2033;18.6758393182
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2034;18.5983912191
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2035;18.5475216301
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2036;18.563597541
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2037;18.6195918007
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2038;18.7129585142
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2039;18.9367446782
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2040;19.2650679988
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2041;19.596849592
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2042;19.9250247864
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2043;20.264538845
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2044;20.6086435447
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2045;20.9371883451
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2046;21.1471654814
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2047;21.3208145119
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2048;21.5040083187
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2049;21.6709489
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2050;21.8559433552
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2051;22.0595284621
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2052;22.2704518822
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2053;22.4642714921
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2054;22.682280901
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2055;22.8669985761
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2056;23.0740474861
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2057;23.2851974436
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2058;23.4539248898
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2059;23.6277842697
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2060;23.7451892188
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2061;23.8295024523
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2062;23.8901893628
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2063;23.9622098438
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2064;24.0150665066
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2065;24.0778143076
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2066;24.1748918642
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2067;24.2902241371
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2068;24.4263458315
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2069;24.6036905894
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2070;24.8190309854
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2071;25.0510995776
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2072;25.2789470343
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2073;25.5086181229
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2074;25.77505475
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2075;26.0389595312
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2076;26.2985807742
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2077;26.5176875899
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2078;26.7463962166
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2079;26.949304569
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2080;27.1657720158
Hlavní město Praha;Podíl obyvatel ve věku 65 a více let (%);2081;27.383603108
Hlavní město Praha;Index stáří (65+ / 0-14);2025;120.4666637886
Hlavní město Praha;Index stáří (65+ / 0-14);2026;124.6233825139
Hlavní město Praha;Index stáří (65+ / 0-14);2027;128.3913915859
Hlavní město Praha;Index stáří (65+ / 0-14);2028;132.4072434512
Hlavní město Praha;Index stáří (65+ / 0-14);2029;135.6171347937
Hlavní město Praha;Index stáří (65+ / 0-14);2030;139.1194652476
Hlavní město Praha;Index stáří (65+ / 0-14);2031;142.0456706186
Hlavní město Praha;Index stáří (65+ / 0-14);2032;144.3659724361
Hlavní město Praha;Index stáří (65+ / 0-14);2033;146.6372480958
Hlavní město Praha;Index stáří (65+ / 0-14);2034;148.3689850075
Hlavní město Praha;Index stáří (65+ / 0-14);2035;149.6997327989
Hlavní město Praha;Index stáří (65+ / 0-14);2036;151.0464952656
Hlavní město Praha;Index stáří (65+ / 0-14);2037;153.6905812864
Hlavní město Praha;Index stáří (65+ / 0-14);2038;154.7864702559
Hlavní město Praha;Index stáří (65+ / 0-14);2039;155.8969789864
Hlavní město Praha;Index stáří (65+ / 0-14);2040;156.7989670507
Hlavní město Praha;Index stáří (65+ / 0-14);2041;157.7168761026
Hlavní město Praha;Index stáří (65+ / 0-14);2042;158.6139007994
Hlavní město Praha;Index stáří (65+ / 0-14);2043;159.6495416311
Hlavní město Praha;Index stáří (65+ / 0-14);2044;160.8294981511
Hlavní město Praha;Index stáří (65+ / 0-14);2045;162.0603977986
Hlavní město Praha;Index stáří (65+ / 0-14);2046;162.6044701326
Hlavní město Praha;Index stáří (65+ / 0-14);2047;162.978825721
Hlavní město Praha;Index stáří (65+ / 0-14);2048;163.5780416907
Hlavní město Praha;Index stáří (65+ / 0-14);2049;164.2341173779
Hlavní město Praha;Index stáří (65+ / 0-14);2050;165.2311499381
Hlavní město Praha;Index stáří (65+ / 0-14);2051;166.5914657331
Hlavní město Praha;Index stáří (65+ / 0-14);2052;168.2550940276
Hlavní město Praha;Index stáří (65+ / 0-14);2053;170.0494685217
Hlavní město Praha;Index stáří (65+ / 0-14);2054;172.2946833759
Hlavní město Praha;Index stáří (65+ / 0-14);2055;174.5555980033
Hlavní město Praha;Index stáří (65+ / 0-14);2056;177.2469826894
Hlavní město Praha;Index stáří (65+ / 0-14);2057;180.2115164835
Hlavní město Praha;Index stáří (65+ / 0-14);2058;183.0578306183
Hlavní město Praha;Index stáří (65+ / 0-14);2059;186.1140857638
Hlavní město Praha;Index stáří (65+ / 0-14);2060;188.8465316086
Hlavní město Praha;Index stáří (65+ / 0-14);2061;191.3796629445
Hlavní město Praha;Index stáří (65+ / 0-14);2062;193.7320956774
Hlavní město Praha;Index stáří (65+ / 0-14);2063;196.1360882547
Hlavní město Praha;Index stáří (65+ / 0-14);2064;198.29545528
Hlavní město Praha;Index stáří (65+ / 0-14);2065;200.4027487158
Hlavní město Praha;Index stáří (65+ / 0-14);2066;202.6233981666
Hlavní město Praha;Index stáří (65+ / 0-14);2067;204.7771693394
Hlavní město Praha;Index stáří (65+ / 0-14);2068;206.8569042516
Hlavní město Praha;Index stáří (65+ / 0-14);2069;209.0150684718
Hlavní město Praha;Index stáří (65+ / 0-14);2070;211.2141882203
Hlavní město Praha;Index stáří (65+ / 0-14);2071;213.2752242854
Hlavní město Praha;Index stáří (65+ / 0-14);2072;215.0360814355
Hlavní město Praha;Index stáří (65+ / 0-14);2073;216.5775122766
Hlavní město Praha;Index stáří (65+ / 0-14);2074;218.2347407076
Hlavní město Praha;Index stáří (65+ / 0-14);2075;219.7202768232
Hlavní město Praha;Index stáří (65+ / 0-14);2076;221.0706947488
Hlavní město Praha;Index stáří (65+ / 0-14);2077;222.0332743679
Hlavní město Praha;Index stáří (65+ / 0-14);2078;223.075524288
Hlavní město Praha;Index stáří (65+ / 0-14);2079;223.9430964893
Hlavní město Praha;Index stáří (65+ / 0-14);2080;225.0002631879
Hlavní město Praha;Index stáří (65+ / 0-14);2081;226.1757696888
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2025;64.4045802189
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2026;63.2474068569
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2027;62.2480546138
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2028;61.4245296733
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2029;60.6629410624
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2030;59.9998762948
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2031;59.2126146915
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2032;58.4133158441
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2033;57.615341738
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2034;56.8770438937
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2035;56.1975535569
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2036;55.7166391987
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2037;55.3933477134
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2038;55.2031383404
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2039;55.410991128
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2040;55.9956023611
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2041;56.6863498034
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2042;57.1744907328
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2043;58.0276600495
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2044;59.0787144444
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2045;60.2815197501
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2046;61.1679722811
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2047;61.9402883985
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2048;62.7110421105
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2049;63.4016169366
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2050;64.0916507316
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2051;64.7740127996
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2052;65.4443668979
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2053;66.027421543
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2054;66.6309997866
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2055;67.0918649356
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2056;67.5631439167
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2057;67.9957628791
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2058;68.2618372794
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2059;68.5011942534
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2060;68.5466468994
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2061;68.4734990174
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2062;68.3184383546
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2063;68.1901167505
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2064;68.0110480487
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2065;67.8713087752
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2066;67.8462764206
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2067;67.8958773712
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2068;68.0314125513
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2069;68.314131725
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2070;68.7384812594
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2071;69.2470053432
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2072;69.7837772923
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2073;70.3670933384
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2074;71.0997871829
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2075;71.8681653737
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2076;72.6650314213
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2077;73.3776094085
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2078;74.1498284322
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2079;74.8681603447
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2080;75.6450883185
Hlavní město Praha;Index ekonomické závislosti (0–19, 65+ /20–64);2081;76.436338031
Hlavní město Praha;Průměrný věk (roky);2025;41.9452676005
Hlavní město Praha;Průměrný věk (roky);2026;42.2158055415
Hlavní město Praha;Průměrný věk (roky);2027;42.4665106748
Hlavní město Praha;Průměrný věk (roky);2028;42.6965097077
Hlavní město Praha;Průměrný věk (roky);2029;42.8407697593
Hlavní město Praha;Průměrný věk (roky);2030;42.9726487355
Hlavní město Praha;Průměrný věk (roky);2031;43.0914480414
Hlavní město Praha;Průměrný věk (roky);2032;43.2034578536
Hlavní město Praha;Průměrný věk (roky);2033;43.3079072776
Hlavní město Praha;Průměrný věk (roky);2034;43.4042942823
Hlavní město Praha;Průměrný věk (roky);2035;43.4924469943
Hlavní město Praha;Průměrný věk (roky);2036;43.572574422
Hlavní město Praha;Průměrný věk (roky);2037;43.6452800421
Hlavní město Praha;Průměrný věk (roky);2038;43.7115322214
Hlavní město Praha;Průměrný věk (roky);2039;43.7726086383
Hlavní město Praha;Průměrný věk (roky);2040;43.8300573387
Hlavní město Praha;Průměrný věk (roky);2041;43.8856513917
Hlavní město Praha;Průměrný věk (roky);2042;43.9412759743
Hlavní město Praha;Průměrný věk (roky);2043;43.9987472072
Hlavní město Praha;Průměrný věk (roky);2044;44.0597007049
Hlavní město Praha;Průměrný věk (roky);2045;44.1255007879
Hlavní město Praha;Průměrný věk (roky);2046;44.1971900683
Hlavní město Praha;Průměrný věk (roky);2047;44.275495282
Hlavní město Praha;Průměrný věk (roky);2048;44.3608747858
Hlavní město Praha;Průměrný věk (roky);2049;44.4535598136
Hlavní město Praha;Průměrný věk (roky);2050;44.5535620126
Hlavní město Praha;Průměrný věk (roky);2051;44.6607083138
Hlavní město Praha;Průměrný věk (roky);2052;44.77508648
Hlavní město Praha;Průměrný věk (roky);2053;44.896266479
Hlavní město Praha;Průměrný věk (roky);2054;45.0236447071
Hlavní město Praha;Průměrný věk (roky);2055;45.1563596154
Hlavní město Praha;Průměrný věk (roky);2056;45.2932295497
Hlavní město Praha;Průměrný věk (roky);2057;45.4327817068
Hlavní město Praha;Průměrný věk (roky);2058;45.5733922951
Hlavní město Praha;Průměrný věk (roky);2059;45.7133866608
Hlavní město Praha;Průměrný věk (roky);2060;45.8510922049
Hlavní město Praha;Průměrný věk (roky);2061;45.9849159321
Hlavní město Praha;Průměrný věk (roky);2062;46.113525519
Hlavní město Praha;Průměrný věk (roky);2063;46.2357981105
Hlavní město Praha;Průměrný věk (roky);2064;46.3508532505
Hlavní město Praha;Průměrný věk (roky);2065;46.4580403206
Hlavní město Praha;Průměrný věk (roky);2066;46.5569448304
Hlavní město Praha;Průměrný věk (roky);2067;46.6474103254
Hlavní město Praha;Průměrný věk (roky);2068;46.7295654595
Hlavní město Praha;Průměrný věk (roky);2069;46.8038174321
Hlavní město Praha;Průměrný věk (roky);2070;46.8708234504
Hlavní město Praha;Průměrný věk (roky);2071;46.9314577585
Hlavní město Praha;Průměrný věk (roky);2072;46.9867794216
Hlavní město Praha;Průměrný věk (roky);2073;47.0379732224
Hlavní město Praha;Průměrný věk (roky);2074;47.0862828247
Hlavní město Praha;Průměrný věk (roky);2075;47.1329327124
Hlavní město Praha;Průměrný věk (roky);2076;47.1790546411
Hlavní město Praha;Průměrný věk (roky);2077;47.2256377031
Hlavní město Praha;Průměrný věk (roky);2078;47.2734834601
Hlavní město Praha;Průměrný věk (roky);2079;47.3231915629
Hlavní město Praha;Průměrný věk (roky);2080;47.375183088
Hlavní město Praha;Průměrný věk (roky);2081;47.4297262115
Hlavní město Praha;Průměrný věk - muži (roky);2025;40.4461481654
Hlavní město Praha;Průměrný věk - muži (roky);2026;40.7262875271
Hlavní město Praha;Průměrný věk - muži (roky);2027;40.9903880932
Hlavní město Praha;Průměrný věk - muži (roky);2028;41.2377856955
Hlavní město Praha;Průměrný věk - muži (roky);2029;41.3939707929
Hlavní město Praha;Průměrný věk - muži (roky);2030;41.5403203266
Hlavní město Praha;Průměrný věk - muži (roky);2031;41.6761702949
Hlavní město Praha;Průměrný věk - muži (roky);2032;41.8078611879
Hlavní město Praha;Průměrný věk - muži (roky);2033;41.9346262705
Hlavní město Praha;Průměrný věk - muži (roky);2034;42.0559504755
Hlavní město Praha;Průměrný věk - muži (roky);2035;42.1716123515
Hlavní město Praha;Průměrný věk - muži (roky);2036;42.2817277712
Hlavní město Praha;Průměrný věk - muži (roky);2037;42.3867707448
Hlavní město Praha;Průměrný věk - muži (roky);2038;42.4874891386
Hlavní město Praha;Průměrný věk - muži (roky);2039;42.5848473113
Hlavní město Praha;Průměrný věk - muži (roky);2040;42.6800458835
Hlavní město Praha;Průměrný věk - muži (roky);2041;42.7744556732
Hlavní město Praha;Průměrný věk - muži (roky);2042;42.8695067098
Hlavní město Praha;Průměrný věk - muži (roky);2043;42.9665617679
Hlavní město Praha;Průměrný věk - muži (roky);2044;43.0668468358
Hlavní město Praha;Průměrný věk - muži (roky);2045;43.1713758019
Hlavní město Praha;Průměrný věk - muži (roky);2046;43.2808873252
Hlavní město Praha;Průměrný věk - muži (roky);2047;43.395854476
Hlavní město Praha;Průměrný věk - muži (roky);2048;43.516537
Hlavní město Praha;Průměrný věk - muži (roky);2049;43.6430061784
Hlavní město Praha;Průměrný věk - muži (roky);2050;43.7751483483
Hlavní město Praha;Průměrný věk - muži (roky);2051;43.9127025034
Hlavní město Praha;Průměrný věk - muži (roky);2052;44.0556943476
Hlavní město Praha;Průměrný věk - muži (roky);2053;44.2036770141
Hlavní město Praha;Průměrný věk - muži (roky);2054;44.3561117971
Hlavní město Praha;Průměrný věk - muži (roky);2055;44.5122659915
Hlavní město Praha;Průměrný věk - muži (roky);2056;44.671148707
Hlavní město Praha;Průměrný věk - muži (roky);2057;44.8315329681
Hlavní město Praha;Průměrný věk - muži (roky);2058;44.992043295
Hlavní město Praha;Průměrný věk - muži (roky);2059;45.1512218995
Hlavní město Praha;Průměrný věk - muži (roky);2060;45.3075693107
Hlavní město Praha;Průměrný věk - muži (roky);2061;45.4596042653
Hlavní město Praha;Průměrný věk - muži (roky);2062;45.6055898168
Hlavní město Praha;Průměrný věk - muži (roky);2063;45.7444568948
Hlavní město Praha;Průměrný věk - muži (roky);2064;45.8753663318
Hlavní město Praha;Průměrný věk - muži (roky);2065;45.9977096868
Hlavní město Praha;Průměrný věk - muži (roky);2066;46.1111359224
Hlavní město Praha;Průměrný věk - muži (roky);2067;46.2155986281
Hlavní město Praha;Průměrný věk - muži (roky);2068;46.3113805627
Hlavní město Praha;Průměrný věk - muži (roky);2069;46.3990530392
Hlavní město Praha;Průměrný věk - muži (roky);2070;46.4794202813
Hlavní město Praha;Průměrný věk - muži (roky);2071;46.5534670996
Hlavní město Praha;Průměrný věk - muži (roky);2072;46.6222991719
