Území,Typ ceny,Očištění,Země,Čtvrtletí,Ukazatel,value
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2017,Vývoz (meziroční index),105.2961538121
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2017,Dovoz (meziroční index),106.8264997704
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2017,Obrat zboží (meziroční index),106.0332660609
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2017,"Vývoz (v mil. Kč, FOB)",909988.910571
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2017,"Dovoz (v mil. Kč, CIF)",836689.146825
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2017,Bilance (v mil. Kč),73299.763746
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2017,Obrat zboží (v mil. Kč),1746678.057396
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2017,Vývoz (meziroční index),110.0613727032
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2017,Dovoz (meziroční index),109.3585073813
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2017,Obrat zboží (meziroční index),109.7235640892
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2016,"Vývoz (v mil. Kč, FOB)",835053.194422
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2016,"Dovoz (v mil. Kč, CIF)",820383.724941
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2016,Bilance (v mil. Kč),14669.469481
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2016,Obrat zboží (v mil. Kč),1655436.919363
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2016,Vývoz (meziroční index),100.4139121735
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2016,Dovoz (meziroční index),101.5393475803
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2016,Obrat zboží (meziroční index),100.9685079317
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2016,"Vývoz (v mil. Kč, FOB)",778105.583856
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2016,"Dovoz (v mil. Kč, CIF)",751618.390139
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2016,Bilance (v mil. Kč),26487.193717
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2016,Obrat zboží (v mil. Kč),1529723.973995
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2016,Vývoz (meziroční index),98.718578557
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2016,Dovoz (meziroční index),97.6642187232
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2016,Obrat zboží (meziroční index),98.1976969769
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2016,"Vývoz (v mil. Kč, FOB)",859146.209734
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2016,"Dovoz (v mil. Kč, CIF)",798361.425122
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2016,Bilance (v mil. Kč),60784.784612
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2016,Obrat zboží (v mil. Kč),1657507.634856
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2016,Vývoz (meziroční index),103.7486751196
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2016,Dovoz (meziroční index),100.7371229725
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2016,Obrat zboží (meziroční index),102.2759611011
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2016,"Vývoz (v mil. Kč, FOB)",826801.345668
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2016,"Dovoz (v mil. Kč, CIF)",765088.301642
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2016,Bilance (v mil. Kč),61713.044026
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2016,Obrat zboží (v mil. Kč),1591889.64731
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2016,Vývoz (meziroční index),101.4416652168
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2016,Dovoz (meziroční index),100.414010925
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2016,Obrat zboží (meziroční index),100.9451451951
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2015,"Vývoz (v mil. Kč, FOB)",831611.055029
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2015,"Dovoz (v mil. Kč, CIF)",807946.618223
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2015,Bilance (v mil. Kč),23664.436806
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2015,Obrat zboží (v mil. Kč),1639557.673252
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2015,Vývoz (meziroční index),103.676373419505
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2015,Dovoz (meziroční index),102.8833419924
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2015,Obrat zboží (meziroční index),103.284058595487
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2015,"Vývoz (v mil. Kč, FOB)",788205.822278
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2015,"Dovoz (v mil. Kč, CIF)",769594.432808
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2015,Bilance (v mil. Kč),18611.38947
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2015,Obrat zboží (v mil. Kč),1557800.255086
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2015,Vývoz (meziroční index),100.994044446267
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2015,Dovoz (meziroční index),102.667015296117
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2015,Obrat zboží (meziroční index),101.813666220058
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2015,"Vývoz (v mil. Kč, FOB)",828103.307096
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2015,"Dovoz (v mil. Kč, CIF)",792519.581227
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2015,Bilance (v mil. Kč),35583.725869
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2015,Obrat zboží (v mil. Kč),1620622.888323
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2015,Vývoz (meziroční index),104.693285932279
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2015,Dovoz (meziroční index),106.139895054602
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2015,Obrat zboží (meziroční index),105.395748721267
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2015,"Vývoz (v mil. Kč, FOB)",815051.038349
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2015,"Dovoz (v mil. Kč, CIF)",761933.812417
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2015,Bilance (v mil. Kč),53117.225932
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2015,Obrat zboží (v mil. Kč),1576984.850766
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2015,Vývoz (meziroční index),105.080145994247
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2015,Dovoz (meziroční index),105.588206355519
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2015,Obrat zboží (meziroční index),105.325007881084
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2014,"Vývoz (v mil. Kč, FOB)",802122.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2014,"Dovoz (v mil. Kč, CIF)",785304.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2014,Bilance (v mil. Kč),16818.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2014,Obrat zboží (v mil. Kč),1587426.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2014,Vývoz (meziroční index),108.524654485432
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2014,Dovoz (meziroční index),107.6624628297
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2014,Obrat zboží (meziroční index),108.096406741989
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2014,"Vývoz (v mil. Kč, FOB)",780448.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2014,"Dovoz (v mil. Kč, CIF)",749602.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2014,Bilance (v mil. Kč),30845.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2014,Obrat zboží (v mil. Kč),1530050.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2014,Vývoz (meziroční index),113.217028511412
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2014,Dovoz (meziroční index),111.507760598118
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2014,Obrat zboží (meziroční index),112.373125339679
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2014,"Vývoz (v mil. Kč, FOB)",790981.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2014,"Dovoz (v mil. Kč, CIF)",746674.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2014,Bilance (v mil. Kč),44307.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2014,Obrat zboží (v mil. Kč),1537655.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2014,Vývoz (meziroční index),113.557937474158
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2014,Dovoz (meziroční index),114.437532281029
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2014,Obrat zboží (meziroční index),113.983367148079
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2014,"Vývoz (v mil. Kč, FOB)",775647.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2014,"Dovoz (v mil. Kč, CIF)",721609.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2014,Bilance (v mil. Kč),54039.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2014,Obrat zboží (v mil. Kč),1497256.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2014,Vývoz (meziroční index),117.303129154171
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2014,Dovoz (meziroční index),115.349841667692
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2014,Obrat zboží (meziroční index),116.35354238679
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2013,"Vývoz (v mil. Kč, FOB)",739115.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2013,"Dovoz (v mil. Kč, CIF)",729413.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2013,Bilance (v mil. Kč),9702.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2013,Obrat zboží (v mil. Kč),1468528.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2013,Vývoz (meziroční index),109.159074226959
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2013,Dovoz (meziroční index),107.962020070454
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2013,Obrat zboží (meziroční index),108.561201550359
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2013,"Vývoz (v mil. Kč, FOB)",689338.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2013,"Dovoz (v mil. Kč, CIF)",672242.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2013,Bilance (v mil. Kč),17097.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2013,Obrat zboží (v mil. Kč),1361580.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2013,Vývoz (meziroční index),104.992064725037
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2013,Dovoz (meziroční index),104.412479633694
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2013,Obrat zboží (meziroční index),104.705108832316
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2013,"Vývoz (v mil. Kč, FOB)",696544.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2013,"Dovoz (v mil. Kč, CIF)",652473.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2013,Bilance (v mil. Kč),44070.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2013,Obrat zboží (v mil. Kč),1349017.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2013,Vývoz (meziroční index),100.951185612357
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2013,Dovoz (meziroční index),97.2052881864988
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2013,Obrat zboží (meziroční index),99.1040344163625
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2013,"Vývoz (v mil. Kč, FOB)",661233.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2013,"Dovoz (v mil. Kč, CIF)",625583.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2013,Bilance (v mil. Kč),35649.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2013,Obrat zboží (v mil. Kč),1286816.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2013,Vývoz (meziroční index),94.165773047888
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2013,Dovoz (meziroční index),93.2666117030714
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2013,Obrat zboží (meziroční index),93.7264921905272
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2012,"Vývoz (v mil. Kč, FOB)",677099.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2012,"Dovoz (v mil. Kč, CIF)",675620.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2012,Bilance (v mil. Kč),1478.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2012,Obrat zboží (v mil. Kč),1352719.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2012,Vývoz (meziroční index),101.638131092518
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2012,Dovoz (meziroční index),101.867515839055
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2012,Obrat zboží (meziroční index),101.752568789397
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2012,"Vývoz (v mil. Kč, FOB)",656562.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2012,"Dovoz (v mil. Kč, CIF)",643833.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2012,Bilance (v mil. Kč),12729.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2012,Obrat zboží (v mil. Kč),1300395.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2012,Vývoz (meziroční index),105.445890407659
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2012,Dovoz (meziroční index),101.383359997984
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2012,Obrat zboží (meziroční index),103.394606508224
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2012,"Vývoz (v mil. Kč, FOB)",689981.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2012,"Dovoz (v mil. Kč, CIF)",671232.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2012,Bilance (v mil. Kč),18749.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2012,Obrat zboží (v mil. Kč),1361213.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2012,Vývoz (meziroční index),106.387922633806
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2012,Dovoz (meziroční index),104.716217291393
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2012,Obrat zboží (meziroční index),105.55696431244
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2012,"Vývoz (v mil. Kč, FOB)",702201.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2012,"Dovoz (v mil. Kč, CIF)",670747.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2012,Bilance (v mil. Kč),31454.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2012,Obrat zboží (v mil. Kč),1372948.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2012,Vývoz (meziroční index),110.835924552127
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2012,Dovoz (meziroční index),108.240691581636
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2012,Obrat zboží (meziroční index),109.552668263074
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2011,"Vývoz (v mil. Kč, FOB)",666186.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2011,"Dovoz (v mil. Kč, CIF)",663234.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2011,Bilance (v mil. Kč),2952.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2011,Obrat zboží (v mil. Kč),1329420.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2011,Vývoz (meziroční index),106.516136046764
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2011,Dovoz (meziroční index),103.262761607902
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2011,Obrat zboží (meziroční index),104.867832548454
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2011,"Vývoz (v mil. Kč, FOB)",622653.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2011,"Dovoz (v mil. Kč, CIF)",635048.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2011,Bilance (v mil. Kč),-12395.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2011,Obrat zboží (v mil. Kč),1257701.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2011,Vývoz (meziroční index),106.969061325884
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2011,Dovoz (meziroční index),104.866944639392
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2011,Obrat zboží (meziroční index),105.897216548142
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2011,"Vývoz (v mil. Kč, FOB)",648552.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2011,"Dovoz (v mil. Kč, CIF)",641001.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2011,Bilance (v mil. Kč),7551.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2011,Obrat zboží (v mil. Kč),1289553.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2011,Vývoz (meziroční index),109.938229331236
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2011,Dovoz (meziroční index),109.520774742943
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2011,Obrat zboží (meziroční index),109.730327211833
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2011,"Vývoz (v mil. Kč, FOB)",633550.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2011,"Dovoz (v mil. Kč, CIF)",619681.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2011,Bilance (v mil. Kč),13869.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2011,Obrat zboží (v mil. Kč),1253231.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2011,Vývoz (meziroční index),117.892139531595
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2011,Dovoz (meziroční index),118.647147460506
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2011,Obrat zboží (meziroční index),118.264261050669
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2010,"Vývoz (v mil. Kč, FOB)",625432.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2010,"Dovoz (v mil. Kč, CIF)",642278.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2010,Bilance (v mil. Kč),-16846.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2010,Obrat zboží (v mil. Kč),1267710.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2010,Vývoz (meziroční index),115.506306905276
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2010,Dovoz (meziroční index),119.332842831238
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2010,Obrat zboží (meziroční index),117.41382280535
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2010,"Vývoz (v mil. Kč, FOB)",582087.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2010,"Dovoz (v mil. Kč, CIF)",605575.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2010,Bilance (v mil. Kč),-23488.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2010,Obrat zboží (v mil. Kč),1187662.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2010,Vývoz (meziroční index),117.106689977206
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2010,Dovoz (meziroční index),123.399117668035
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2010,Obrat zboží (meziroční index),120.232799690626
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2010,"Vývoz (v mil. Kč, FOB)",589924.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2010,"Dovoz (v mil. Kč, CIF)",585278.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2010,Bilance (v mil. Kč),4646.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2010,Obrat zboží (v mil. Kč),1175202.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2010,Vývoz (meziroční index),118.510274557387
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2010,Dovoz (meziroční index),121.103108078189
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2010,Obrat zboží (meziroční index),119.787538529282
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2010,"Vývoz (v mil. Kč, FOB)",537398.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2010,"Dovoz (v mil. Kč, CIF)",522289.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2010,Bilance (v mil. Kč),15109.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2010,Obrat zboží (v mil. Kč),1059687.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2010,Vývoz (meziroční index),108.118580812602
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2010,Dovoz (meziroční index),106.583066342877
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2010,Obrat zboží (meziroční index),107.356279917939
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2009,"Vývoz (v mil. Kč, FOB)",541470.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2009,"Dovoz (v mil. Kč, CIF)",538224.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2009,Bilance (v mil. Kč),3246.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2009,Obrat zboží (v mil. Kč),1079694.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2009,Vývoz (meziroční index),101.946216860937
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2009,Dovoz (meziroční index),95.4407866154787
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2009,Obrat zboží (meziroční index),98.596068919921
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2009,"Vývoz (v mil. Kč, FOB)",497057.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2009,"Dovoz (v mil. Kč, CIF)",490745.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2009,Bilance (v mil. Kč),6312.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2009,Obrat zboží (v mil. Kč),987802.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2009,Vývoz (meziroční index),89.4370252014351
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2009,Dovoz (meziroční index),86.4968379641707
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2009,Obrat zboží (meziroční index),87.9517557371532
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2009,"Vývoz (v mil. Kč, FOB)",497783.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2009,"Dovoz (v mil. Kč, CIF)",483289.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2009,Bilance (v mil. Kč),14494.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2009,Obrat zboží (v mil. Kč),981072.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2009,Vývoz (meziroční index),82.1836366758242
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2009,Dovoz (meziroční index),79.9009688192309
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2009,Obrat zboží (meziroční index),81.0430909433351
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2009,"Vývoz (v mil. Kč, FOB)",497045.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2009,"Dovoz (v mil. Kč, CIF)",490030.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2009,Bilance (v mil. Kč),7015.0
