Ukazatel;ČR a kraje;Odvětví ekonomické činnosti;Roky;value
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;1998;169.22380844807
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;1999;157.433615227411
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2000;156.413916465371
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2001;158.763456756744
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2002;170.624306813443
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2003;170.718384308589
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2004;174.843522908636
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2005;181.742144598901
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2006;187.075630935494
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2007;181.508853642369
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2008;176.9073463454
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2009;186.01665473525
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2010;190.08908324905
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2011;185.004337555
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2012;177.499128
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2013;178.51982119
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2014;195.19317267
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2015;197.2313903375
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2016;182.966535175
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2017;172.557888675
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2018;187.270232175
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2019;194.72082495
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2020;173.81180125
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2021;150.8743314
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2022;163.4956385
Zaměstnaní (tis. osob);Česko;I - Ubytování, stravování a pohostinství;2023;161.86956429
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;1993;93.5878264138632
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;1994;89.905528512093
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;1995;95.2987234436169
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;1996;94.9506149542667
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;1997;99.8882143575309
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;1998;99.1686440771712
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;1999;94.4715946826222
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2000;98.4430004177847
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2001;105.727572498354
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2002;105.651525877626
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2003;105.88322629853
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2004;104.656281213511
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2005;106.531838654226
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2006;109.250322125813
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2007;115.027738751228
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2008;117.8675042137
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2009;129.19963864935
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2010;137.11109177865
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2011;145.42524605
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2012;125.3344559975
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2013;139.7755402675
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2014;148.73115413
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2015;141.4999905175
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2016;147.568830525
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2017;149.326900025
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2018;169.75135125
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2019;169.90327365
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2020;180.08485495
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2021;210.447080275
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2022;195.041855825
Zaměstnaní (tis. osob);Česko;J - Informační a komunikační činnosti;2023;189.50597243
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;1993;68.6543907369486
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;1994;81.9261681976634
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;1995;92.1448895286017
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;1996;95.532271341729
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;1997;97.3367061491656
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;1998;100.380350395272
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;1999;99.4821876906251
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2000;100.349869351805
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2001;102.080393531272
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2002;95.9514336200119
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2003;97.0972664795594
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2004;94.3424622817385
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2005;97.2904137513709
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2006;93.0576238400441
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2007;102.687843157917
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2008;115.901472269175
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2009;110.371558456325
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2010;115.32807495345
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2011;122.467415375
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2012;136.6943230325
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2013;137.3396497325
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2014;121.52610416
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2015;118.1446470475
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2016;117.1957792
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2017;115.013750075
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2018;118.229656975
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2019;119.249088925
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2020;116.190042125
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2021;126.07225795
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2022;122.3344616
Zaměstnaní (tis. osob);Česko;K - Peněžnictví a pojišťovnictví;2023;127.20177328
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;1993;25.2682097517618
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;1994;26.8032775875393
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;1995;26.2336002452876
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;1996;27.6640371400758
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;1997;27.5197680087761
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;1998;25.8465130952893
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;1999;23.753771067991
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2000;26.6612522265232
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2001;23.4966195032472
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2002;26.5253404212813
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2003;28.203258654302
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2004;30.7595723003819
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2005;30.9696333483212
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2006;31.0521986806614
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2007;35.6127354419371
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2008;40.148840440975
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2009;40.646249584025
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2010;40.0492712629
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2011;41.842117515
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2012;45.661432405
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2013;48.7598150125
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2014;46.1962063925
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2015;44.91129994
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2016;39.028140925
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2017;42.4200899
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2018;46.35335135
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2019;42.627447025
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2020;41.0394065
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2021;44.397450975
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2022;45.611479275
Zaměstnaní (tis. osob);Česko;L - Činnosti v oblasti nemovitostí;2023;45.353313034
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;1993;122.663673034734
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;1994;137.436882504475
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;1995;135.105956483071
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;1996;141.99621910066
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;1997;138.64033628547
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;1998;133.828318357085
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;1999;141.067594980203
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2000;144.197686488468
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2001;134.038925591893
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2002;140.260116910917
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2003;151.419111993025
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2004;149.25995818027
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2005;153.074254863387
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2006;172.028320439457
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2007;189.05119035047
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2008;195.113165245675
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2009;201.72653731135
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2010;202.095323174375
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2011;198.7206954875
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2012;212.37847117
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2013;220.8160494
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2014;222.4064923225
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2015;237.4669230825
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2016;251.4917572
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2017;266.581707275
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2018;266.55910075
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2019;259.070406475
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2020;258.066328775
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2021;263.9021789
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2022;264.00894445
Zaměstnaní (tis. osob);Česko;M - Profesní, vědecké a technické činnosti;2023;282.86238147
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;1993;84.8811344157427
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;1994;91.2417108306505
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;1995;92.3269166841908
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;1996;95.4151966303382
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;1997;94.6350074802973
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;1998;93.9232481469421
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;1999;97.1186454113764
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2000;97.5795834999322
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2001;92.8263030357227
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2002;96.3441936167001
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2003;100.581024391403
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2004;99.2018224272981
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2005;104.320170620646
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2006;113.017510727967
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2007;119.808292671397
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2008;128.0101720639
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2009;117.7432466735
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2010;112.967976268025
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2011;114.467510575
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2012;115.900039975
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2013;129.37056792
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2014;129.8212085325
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2015;128.9333400975
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2016;128.660317375
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2017;130.32507315
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2018;130.8942431
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2019;136.4950808
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2020;135.39190345
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2021;121.820660225
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2022;116.437543375
Zaměstnaní (tis. osob);Česko;N - Administrativní a podpůrné činnosti;2023;118.94337615
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";1993;299.189616309654
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";1994;312.874776929854
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";1995;293.376344876161
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";1996;301.44046029947
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";1997;311.167930944381
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";1998;313.224206028528
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";1999;326.515863283952
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2000;332.808270629104
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2001;329.339267689321
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2002;316.076840485933
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2003;322.048360744576
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2004;312.942091373537
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2005;323.356254350302
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2006;315.927957929333
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2007;316.720419279253
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2008;316.94748193145
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2009;321.257690552375
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2010;329.33923338885
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2011;314.75565755
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2012;305.5327394475
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2013;315.890913335
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2014;319.3574756125
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2015;316.2475954325
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2016;330.175548925
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2017;341.419353375
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2018;343.241892975
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2019;333.374133875
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2020;347.916762925
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2021;342.840732725
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2022;342.6352113
Zaměstnaní (tis. osob);Česko;"O - Veřejná správa a obrana; povinné sociální zabezpečení";2023;316.88641592
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;1993;316.495898801542
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;1994;312.323995125764
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;1995;310.962739904446
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;1996;313.589841914728
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;1997;308.121510640891
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;1998;290.681286717443
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;1999;288.425699284552
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2000;300.863531192515
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2001;301.856010161929
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2002;311.123269954691
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2003;289.638759389407
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2004;280.901259373546
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2005;298.51771723383
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2006;289.631040267845
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2007;292.253639286543
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2008;283.857416036325
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2009;295.602321153125
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2010;295.5729935991
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2011;295.4799443775
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2012;318.88515937
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2013;322.562107935
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2014;326.1515507025
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2015;322.8008239125
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2016;338.561789325
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2017;344.9285191
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2018;350.479362225
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2019;350.2909771
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2020;354.2493422
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2021;386.30405235
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2022;375.19330945
Zaměstnaní (tis. osob);Česko;P - Vzdělávání;2023;382.59457823
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;1993;276.486288231098
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;1994;273.59186395182
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;1995;277.46486767101
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;1996;267.664977187481
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;1997;267.139414414392
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;1998;262.469456590676
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;1999;271.19458188441
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2000;285.050505168464
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2001;298.452210493001
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2002;298.294739664789
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2003;300.877440699739
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2004;317.257529857969
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2005;321.661120269092
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2006;323.407191249145
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2007;331.557954403495
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2008;321.266001527075
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2009;326.3075270848
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2010;339.916431410575
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2011;324.801459345
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2012;333.430383575
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2013;339.2589670325
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2014;353.525507225
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2015;351.6294932775
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2016;360.398201875
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2017;375.271094325
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2018;370.21706365
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2019;394.864139475
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2020;404.631755675
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2021;403.3952932
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2022;407.9203843
Zaměstnaní (tis. osob);Česko;Q - Zdravotní a sociální péče;2023;404.18358863
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;1993;63.2796393197406
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;1994;62.6162919109108
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;1995;65.7066705934586
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;1996;64.998584188685
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;1997;62.0399437426612
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;1998;65.6036961570721
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;1999;65.1197818081146
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2000;70.781365655696
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2001;65.171374225972
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2002;66.0298705255992
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2003;69.7861697273534
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2004;72.3068263033893
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2005;73.9934301965137
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2006;78.6470114197814
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2007;81.4326511593448
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2008;82.33702361975
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2009;83.2888189056
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2010;82.928755060925
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2011;82.63377091
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2012;80.53582919
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2013;80.31330261
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2014;81.2094083725
