ČR a kraje;Ukazatel;Pohlaví;Klasifikace zaměstnání (CZISCO);Čtvrtletí;value
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2023;1016.039919742
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2023;1015.870306216
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2023;992.829482687
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2023;965.211156
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2022;979.60823201
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2022;954.40170816
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2022;946.7959978
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2022;944.1671805
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2021;996.3481329
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2021;976.3708651
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2021;980.3540279
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2021;940.8474052
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2020;913.7971097
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2020;885.4084929
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2020;875.2596037
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2020;872.0714828
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2019;859.1767799
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2019;849.7088108
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2019;849.4258688
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2019;860.4727892
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2018;864.932165
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2018;854.7608768
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2018;842.2748606
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2018;843.8879718
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2017;821.2532681
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2017;803.4523342
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2017;784.9932378
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2017;800.4867977
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2016;795.4794584
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2016;794.7660669
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2016;777.0034931
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2016;778.98323823
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2015;770.53590431
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2015;768.71763176
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2015;758.04026714
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2015;757.21167164
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2014;759.79812998
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2014;745.2904595
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2014;743.79624103
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2014;735.09339934
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2013;726.38677673
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2013;719.01490887
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2013;716.61360213
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2013;700.9099849
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2012;700.56595545
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2012;676.26972787
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2012;661.76130138
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2012;664.89623345
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2011;653.37120796
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2011;613.77351473
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2011;613.4455735404
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2011;605.9030279129
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2010;525.4542236901
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2010;510.0386221656
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2010;520.4617572812
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2010;518.1083719016
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;4. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;3. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;2. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Specialisté;1. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2024;856.51795164
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2024;855.47466265
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2024;849.9088905
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2024;857.7926669
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2023;832.061047903
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2023;815.685446082
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2023;825.877648287
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2023;821.02810192
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2022;850.42532246
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2022;842.67885225
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2022;851.4594316
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2022;849.6282446
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2021;871.7803389
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2021;871.96957
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2021;882.1710004
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2021;884.5198043
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2020;896.7935048
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2020;914.6382542
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2020;917.0136313
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2020;938.1624347
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2019;934.4102705
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2019;908.2807043
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2019;893.9062706
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2019;899.5076853
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2018;903.7655403
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2018;908.6850528
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2018;917.158722
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2018;930.326868
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2017;932.3631476
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2017;951.014616
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2017;917.7462401
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2017;919.2594906
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2016;910.6387109
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2016;879.9549016
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2016;871.9750765
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2016;874.55380829
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2015;860.95929225
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2015;848.23390549
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2015;854.68425028
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2015;862.87053902
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2014;879.46673185
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2014;882.16241309
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2014;882.34869066
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2014;877.07165466
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2013;868.660935
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2013;879.5561623
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2013;885.6632477
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2013;883.39412907
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2012;897.0958604
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2012;911.03980232
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2012;891.06853449
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2012;889.06025975
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2011;925.93172594
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2011;944.62325545
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2011;958.5807994587
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2011;961.0892902486
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2010;1212.3496075886
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2010;1221.6327158075
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2010;1205.8500573735
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2010;1192.3614339761
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;4. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;3. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;2. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Techničtí a odborní pracovníci;1. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2024;357.86517054
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2024;352.95974532
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2024;349.2750182
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2024;363.8203204
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2023;370.995246253
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2023;389.223080616
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2023;411.912531761
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2023;422.2196164
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2022;452.84249619
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2022;461.37439033
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2022;462.2034099
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2022;460.9766995
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2021;473.2543891
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2021;483.6746049
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2021;481.066363
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2021;485.3366844
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2020;481.4213527
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2020;484.5432547
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2020;474.9673417
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2020;475.6233282
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2019;486.8828531
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2019;502.4489555
