Stát,Roky,Odvětví ekonomické činnosti,Velkost zpravodajské jednotky,Ukazatel,value
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,2356.3964188934
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",250 až 499 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,1094.8756136577
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",250 až 499 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",500 až 999 zaměstnanců,Náklady práce celkem,102646.3598791925
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",500 až 999 zaměstnanců,Přímé náklady celkem,71318.987442378
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",500 až 999 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,63126.1723096487
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",500 až 999 zaměstnanců,Přímé náklady - náhrady mzdy,8192.8151327293
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",500 až 999 zaměstnanců,Nepřímé náklady - sociální požitky,2478.2228580512
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,24951.1603878557
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,2386.9416626927
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",500 až 999 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,1511.0475282149
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",500 až 999 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",1 000 a více zaměstnanců,Náklady práce celkem,115490.1384831765
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",1 000 a více zaměstnanců,Přímé náklady celkem,80781.2074001947
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",1 000 a více zaměstnanců,Přímé náklady - mzdy za vykonanou práci,72017.3915395434
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",1 000 a více zaměstnanců,Přímé náklady - náhrady mzdy,8763.8158606513
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",1 000 a více zaměstnanců,Nepřímé náklady - sociální požitky,2756.458941902
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",1 000 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,26936.8062317429
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",1 000 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,3701.7364492048
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",1 000 a více zaměstnanců,Nepřímé náklady - personální náklady/výdaje,1313.929460132
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",1 000 a více zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Celkem zaměstnanců,Náklady práce celkem,54297.9102675064
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Celkem zaměstnanců,Přímé náklady celkem,38627.5152432649
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Celkem zaměstnanců,Přímé náklady - mzdy za vykonanou práci,34393.3922087789
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Celkem zaměstnanců,Přímé náklady - náhrady mzdy,4234.123034486
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Celkem zaměstnanců,Nepřímé náklady - sociální požitky,888.9644997902
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Celkem zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,13450.5394587807
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Celkem zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,884.7285087086
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Celkem zaměstnanců,Nepřímé náklady - personální náklady/výdaje,506.4258379
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Celkem zaměstnanců,Nepřímé náklady - daně a dotace,-60.263280938
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 až 9 zaměstnanců,Náklady práce celkem,36950.2495572059
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 až 9 zaměstnanců,Přímé náklady celkem,27146.7610620387
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 až 9 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,24726.6766724713
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 až 9 zaměstnanců,Přímé náklady - náhrady mzdy,2420.0843895674
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 až 9 zaměstnanců,Nepřímé náklady - sociální požitky,108.4872624156
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 až 9 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,9090.7167301889
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 až 9 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,614.1223014715
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 až 9 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,254.4533193998
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 až 9 zaměstnanců,Nepřímé náklady - daně a dotace,-264.2911183087
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",10 až 19 zaměstnanců,Náklady práce celkem,44363.2234129982
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",10 až 19 zaměstnanců,Přímé náklady celkem,31941.7949180674
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",10 až 19 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,28720.2453452489
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",10 až 19 zaměstnanců,Přímé náklady - náhrady mzdy,3221.5495728184
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",10 až 19 zaměstnanců,Nepřímé náklady - sociální požitky,321.6323002626
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,11293.1178648745
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,484.9533558315
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",10 až 19 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,439.7312771423
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",10 až 19 zaměstnanců,Nepřímé náklady - daně a dotace,-118.00630318
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 a více zaměstnanců,Náklady práce celkem,56438.6133790887
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 a více zaměstnanců,Přímé náklady celkem,40050.6594471331
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 a více zaměstnanců,Přímé náklady - mzdy za vykonanou práci,35594.2054423607
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 a více zaměstnanců,Přímé náklady - náhrady mzdy,4456.4540047724
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 a více zaměstnanců,Nepřímé náklady - sociální požitky,992.2411159253
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,13968.9027710583
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,932.2881353614
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 a více zaměstnanců,Nepřímé náklady - personální náklady/výdaje,533.0282472895
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 a více zaměstnanců,Nepřímé náklady - daně a dotace,-38.5063376788
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 až 49 zaměstnanců,Náklady práce celkem,47964.5897195578
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 až 49 zaměstnanců,Přímé náklady celkem,34524.6757709647
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 až 49 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,30979.9787872414
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 až 49 zaměstnanců,Přímé náklady - náhrady mzdy,3544.6969837233
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 až 49 zaměstnanců,Nepřímé náklady - sociální požitky,293.0267579626
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,12306.5113957287
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,502.7383038793
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 až 49 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,459.3607693457
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",20 až 49 zaměstnanců,Nepřímé náklady - daně a dotace,-121.7232783231
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",50 až 99 zaměstnanců,Náklady práce celkem,46607.8658949859
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",50 až 99 zaměstnanců,Přímé náklady celkem,33473.1610643299
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",50 až 99 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,30050.2926311369
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",50 až 99 zaměstnanců,Přímé náklady - náhrady mzdy,3422.868433193
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",50 až 99 zaměstnanců,Nepřímé náklady - sociální požitky,358.2591270177
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,11845.2599282977
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,495.1171931704
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",50 až 99 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,493.2106682827
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",50 až 99 zaměstnanců,Nepřímé náklady - daně a dotace,-57.1420861124
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",100 až 249 zaměstnanců,Náklady práce celkem,53812.4561180763
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",100 až 249 zaměstnanců,Přímé náklady celkem,38287.0397790384
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",100 až 249 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,33924.0784690124
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",100 až 249 zaměstnanců,Přímé náklady - náhrady mzdy,4362.961310026
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",100 až 249 zaměstnanců,Nepřímé náklady - sociální požitky,933.8476879679
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,13356.0796076189
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,756.1518403865
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",100 až 249 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,523.1740197907
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",100 až 249 zaměstnanců,Nepřímé náklady - daně a dotace,-43.8368167259
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",250 až 499 zaměstnanců,Náklady práce celkem,62726.1357799647
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",250 až 499 zaměstnanců,Přímé náklady celkem,43603.8965048784
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",250 až 499 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,38345.1745576652
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",250 až 499 zaměstnanců,Přímé náklady - náhrady mzdy,5258.7219472132
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",250 až 499 zaměstnanců,Nepřímé náklady - sociální požitky,1423.4284302828
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,15246.0268820186
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,1839.8872109015
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",250 až 499 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,642.5836729653
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",250 až 499 zaměstnanců,Nepřímé náklady - daně a dotace,-29.6869210819
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",500 až 999 zaměstnanců,Náklady práce celkem,66459.4242274549
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",500 až 999 zaměstnanců,Přímé náklady celkem,46998.9159668478
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",500 až 999 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,41569.6937263297
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",500 až 999 zaměstnanců,Přímé náklady - náhrady mzdy,5429.2222405181
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",500 až 999 zaměstnanců,Nepřímé náklady - sociální požitky,1405.6342280037
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,16304.4212086284
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,1287.5157802294
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",500 až 999 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,463.9799110818
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",500 až 999 zaměstnanců,Nepřímé náklady - daně a dotace,-1.0428673363
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 000 a více zaměstnanců,Náklady práce celkem,61231.5848521865
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 000 a více zaměstnanců,Přímé náklady celkem,43382.546897692
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 000 a více zaměstnanců,Přímé náklady - mzdy za vykonanou práci,38642.4555576022
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 000 a více zaměstnanců,Přímé náklady - náhrady mzdy,4740.0913400898
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 000 a více zaměstnanců,Nepřímé náklady - sociální požitky,1387.8529206627
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 000 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,14901.1194359459
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 000 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,965.3904167088
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 000 a více zaměstnanců,Nepřímé náklady - personální náklady/výdaje,594.6751811771
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",1 000 a více zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,F - Stavebnictví,Celkem zaměstnanců,Náklady práce celkem,49807.29761491
Česko,2023,F - Stavebnictví,Celkem zaměstnanců,Přímé náklady celkem,36088.9599923771
Česko,2023,F - Stavebnictví,Celkem zaměstnanců,Přímé náklady - mzdy za vykonanou práci,32444.0624976245
Česko,2023,F - Stavebnictví,Celkem zaměstnanců,Přímé náklady - náhrady mzdy,3644.8974947526
Česko,2023,F - Stavebnictví,Celkem zaměstnanců,Nepřímé náklady - sociální požitky,475.9566364362
Česko,2023,F - Stavebnictví,Celkem zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,12356.4170381899
Česko,2023,F - Stavebnictví,Celkem zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,508.6736061184
Česko,2023,F - Stavebnictví,Celkem zaměstnanců,Nepřímé náklady - personální náklady/výdaje,376.1296247448
Česko,2023,F - Stavebnictví,Celkem zaměstnanců,Nepřímé náklady - daně a dotace,1.1607170436
Česko,2023,F - Stavebnictví,1 až 9 zaměstnanců,Náklady práce celkem,34409.8998334827
Česko,2023,F - Stavebnictví,1 až 9 zaměstnanců,Přímé náklady celkem,25163.894807164
Česko,2023,F - Stavebnictví,1 až 9 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,22888.3858729172
Česko,2023,F - Stavebnictví,1 až 9 zaměstnanců,Přímé náklady - náhrady mzdy,2275.5089342468
Česko,2023,F - Stavebnictví,1 až 9 zaměstnanců,Nepřímé náklady - sociální požitky,119.8519653692
Česko,2023,F - Stavebnictví,1 až 9 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,8575.8080636498
Česko,2023,F - Stavebnictví,1 až 9 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,261.5955161599
Česko,2023,F - Stavebnictví,1 až 9 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,285.3001657387
Česko,2023,F - Stavebnictví,1 až 9 zaměstnanců,Nepřímé náklady - daně a dotace,3.4493154009
Česko,2023,F - Stavebnictví,10 až 19 zaměstnanců,Náklady práce celkem,39647.9856826015
Česko,2023,F - Stavebnictví,10 až 19 zaměstnanců,Přímé náklady celkem,28843.142451249
Česko,2023,F - Stavebnictví,10 až 19 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,26065.5400329671
Česko,2023,F - Stavebnictví,10 až 19 zaměstnanců,Přímé náklady - náhrady mzdy,2777.6024182818
Česko,2023,F - Stavebnictví,10 až 19 zaměstnanců,Nepřímé náklady - sociální požitky,306.7047944999
Česko,2023,F - Stavebnictví,10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,9835.4311446348
Česko,2023,F - Stavebnictví,10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,360.1701615262
Česko,2023,F - Stavebnictví,10 až 19 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,298.1776966108
Česko,2023,F - Stavebnictví,10 až 19 zaměstnanců,Nepřímé náklady - daně a dotace,4.3594340808
Česko,2023,F - Stavebnictví,20 a více zaměstnanců,Náklady práce celkem,60008.2911244152
Česko,2023,F - Stavebnictví,20 a více zaměstnanců,Přímé náklady celkem,43337.5234543212
Česko,2023,F - Stavebnictví,20 a více zaměstnanců,Přímé náklady - mzdy za vykonanou práci,38795.6168871309
Česko,2023,F - Stavebnictví,20 a více zaměstnanců,Přímé náklady - náhrady mzdy,4541.9065671903
Česko,2023,F - Stavebnictví,20 a více zaměstnanců,Nepřímé náklady - sociální požitky,693.3307014529
Česko,2023,F - Stavebnictví,20 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,14868.6089224072
Česko,2023,F - Stavebnictví,20 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,668.2670398511
Česko,2023,F - Stavebnictví,20 a více zaměstnanců,Nepřímé náklady - personální náklady/výdaje,441.3932537507
Česko,2023,F - Stavebnictví,20 a více zaměstnanců,Nepřímé náklady - daně a dotace,-0.8322473679
Česko,2023,F - Stavebnictví,20 až 49 zaměstnanců,Náklady práce celkem,45529.5308277393
Česko,2023,F - Stavebnictví,20 až 49 zaměstnanců,Přímé náklady celkem,33151.2385921091
Česko,2023,F - Stavebnictví,20 až 49 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,29952.5170311678
Česko,2023,F - Stavebnictví,20 až 49 zaměstnanců,Přímé náklady - náhrady mzdy,3198.7215609413
Česko,2023,F - Stavebnictví,20 až 49 zaměstnanců,Nepřímé náklady - sociální požitky,349.8763454196
Česko,2023,F - Stavebnictví,20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,11318.8906619753
Česko,2023,F - Stavebnictví,20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,408.8618417409
Česko,2023,F - Stavebnictví,20 až 49 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,297.6180926383
Česko,2023,F - Stavebnictví,20 až 49 zaměstnanců,Nepřímé náklady - daně a dotace,3.045293856
Česko,2023,F - Stavebnictví,50 až 99 zaměstnanců,Náklady práce celkem,54772.8230062657
Česko,2023,F - Stavebnictví,50 až 99 zaměstnanců,Přímé náklady celkem,39856.0962452199
Česko,2023,F - Stavebnictví,50 až 99 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,35949.3071988872
Česko,2023,F - Stavebnictví,50 až 99 zaměstnanců,Přímé náklady - náhrady mzdy,3906.7890463327
Česko,2023,F - Stavebnictví,50 až 99 zaměstnanců,Nepřímé náklady - sociální požitky,470.4507718841
Česko,2023,F - Stavebnictví,50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,13657.6376010511
Česko,2023,F - Stavebnictví,50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,482.3299163286
Česko,2023,F - Stavebnictví,50 až 99 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,307.957809919
Česko,2023,F - Stavebnictví,50 až 99 zaměstnanců,Nepřímé náklady - daně a dotace,-1.6493381371
Česko,2023,F - Stavebnictví,100 až 249 zaměstnanců,Náklady práce celkem,63016.6995170639
Česko,2023,F - Stavebnictví,100 až 249 zaměstnanců,Přímé náklady celkem,45706.3119952612
Česko,2023,F - Stavebnictví,100 až 249 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,40913.5237921364
Česko,2023,F - Stavebnictví,100 až 249 zaměstnanců,Přímé náklady - náhrady mzdy,4792.7882031248
Česko,2023,F - Stavebnictví,100 až 249 zaměstnanců,Nepřímé náklady - sociální požitky,553.9535164791
Česko,2023,F - Stavebnictví,100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,15690.1037700155
Česko,2023,F - Stavebnictví,100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,637.6933696337
Česko,2023,F - Stavebnictví,100 až 249 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,431.411725917
Česko,2023,F - Stavebnictví,100 až 249 zaměstnanců,Nepřímé náklady - daně a dotace,-2.7748602426
Česko,2023,F - Stavebnictví,250 až 499 zaměstnanců,Náklady práce celkem,72809.6923995367
Česko,2023,F - Stavebnictví,250 až 499 zaměstnanců,Přímé náklady celkem,52247.0007341464
Česko,2023,F - Stavebnictví,250 až 499 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,46344.2384412915
Česko,2023,F - Stavebnictví,250 až 499 zaměstnanců,Přímé náklady - náhrady mzdy,5902.762292855
Česko,2023,F - Stavebnictví,250 až 499 zaměstnanců,Nepřímé náklady - sociální požitky,1019.8162797188
Česko,2023,F - Stavebnictví,250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,17968.1083018908
Česko,2023,F - Stavebnictví,250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,849.5630833519
Česko,2023,F - Stavebnictví,250 až 499 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,725.2040004287
Česko,2023,F - Stavebnictví,250 až 499 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,F - Stavebnictví,500 až 999 zaměstnanců,Náklady práce celkem,82381.8836791239
Česko,2023,F - Stavebnictví,500 až 999 zaměstnanců,Přímé náklady celkem,58874.1217138223
Česko,2023,F - Stavebnictví,500 až 999 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,52843.8107215398
Česko,2023,F - Stavebnictví,500 až 999 zaměstnanců,Přímé náklady - náhrady mzdy,6030.3109922826
Česko,2023,F - Stavebnictví,500 až 999 zaměstnanců,Nepřímé náklady - sociální požitky,1603.0262138692
Česko,2023,F - Stavebnictví,500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,20128.64061361
Česko,2023,F - Stavebnictví,500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,980.8514497337
Česko,2023,F - Stavebnictví,500 až 999 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,795.2436880887
